symbol,disclosure_date,txn_type,qty,value,person_category,person_name,raw_json,raw_comName,raw_shp,raw_totIssuedShares,raw_totPromoterHolding,raw_percPromoterHolding,raw_totPublicHolding,raw_totPromoterShares,raw_percPromoterShares,raw_percTotShares,raw_disclosureFromDate,raw_numSharesPledged,raw_totDematShares,raw_sharesCollateral,raw_nbfcPromoShare,raw_nbfcNonPromoShare,raw_percSharesPledged,raw_broadcastDt,raw_disclosureToDate,raw_compBroadcastDate,raw_noOfPledgeShare,raw_noOfSecPledgeShare,fetched_at
,,,,,,,"{""comName"": ""Sutlej Textiles and Industries Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""163828620"", ""totPromoterHolding"": ""104778660"", ""percPromoterHolding"": ""    63.96"", ""totPublicHolding"": ""59049960"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""1859112"", ""totDematShares"": ""163491015"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.14"", ""broadcastDt"": ""30-Mar-2026 16:31:07"", ""disclosureToDate"": null, ""compBroadcastDate"": ""26-06-2014"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""5.983""}",Sutlej Textiles and Industries Limited,31-Dec-2025,163828620,104778660,    63.96,59049960,0,     0.00,     0.00,,1859112,163491015,0,0,0,1.14,30-Mar-2026 16:31:07,,26-06-2014,0,5.983,2026-03-30
,,,,,,,"{""comName"": ""Suumaya Industries Limited"", ""shp"": ""31-Mar-2024"", ""totIssuedShares"": ""67343643"", ""totPromoterHolding"": ""13723310"", ""percPromoterHolding"": ""    20.38"", ""totPublicHolding"": ""53620333"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""751602"", ""totDematShares"": ""67333103"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.12"", ""broadcastDt"": ""30-Mar-2026 16:31:26"", ""disclosureToDate"": null, ""compBroadcastDate"": ""12-10-2023"", ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",Suumaya Industries Limited,31-Mar-2024,67343643,13723310,    20.38,53620333,0,     0.00,     0.00,,751602,67333103,0,0,0,1.12,30-Mar-2026 16:31:26,,12-10-2023,,,2026-03-30
,,,,,,,"{""comName"": ""Suven Life Sciences Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""227474207"", ""totPromoterHolding"": ""153231236"", ""percPromoterHolding"": ""    67.36"", ""totPublicHolding"": ""74242971"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""6306930"", ""totDematShares"": ""231770313"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""2.72"", ""broadcastDt"": ""30-Mar-2026 16:30:56"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""104.865""}",Suven Life Sciences Limited,31-Dec-2025,227474207,153231236,    67.36,74242971,0,     0.00,     0.00,,6306930,231770313,0,0,0,2.72,30-Mar-2026 16:30:56,,,0,104.865,2026-03-30
,,,,,,,"{""comName"": ""Suyog Telematics Limited"", ""shp"": ""30-Sep-2025"", ""totIssuedShares"": ""11189620"", ""totPromoterHolding"": ""5569533"", ""percPromoterHolding"": ""    49.77"", ""totPublicHolding"": ""5620087"", ""totPromoterShares"": ""400000"", ""percPromoterShares"": ""     7.18"", ""percTotShares"": ""     3.57"", ""disclosureFromDate"": null, ""numSharesPledged"": ""993500"", ""totDematShares"": ""11717120"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""8.48"", ""broadcastDt"": ""30-Mar-2026 16:31:28"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""24.592"", ""noOfSecPledgeShare"": ""61.08""}",Suyog Telematics Limited,30-Sep-2025,11189620,5569533,    49.77,5620087,400000,     7.18,     3.57,,993500,11717120,0,0,0,8.48,30-Mar-2026 16:31:28,,,24.592,61.08,2026-03-30
,,,,,,,"{""comName"": ""Suzlon Energy Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""13712330509"", ""totPromoterHolding"": ""1608685603"", ""percPromoterHolding"": ""    11.73"", ""totPublicHolding"": ""12103644906"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""801310068"", ""totDematShares"": ""13714582394"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""5.84"", ""broadcastDt"": ""30-Mar-2026 16:31:03"", ""disclosureToDate"": null, ""compBroadcastDate"": ""27-11-2015"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""4220.5""}",Suzlon Energy Limited,31-Dec-2025,13712330509,1608685603,    11.73,12103644906,0,     0.00,     0.00,,801310068,13714582394,0,0,0,5.84,30-Mar-2026 16:31:03,,27-11-2015,0,4220.5,2026-03-30
,,,,,,,"{""comName"": ""Swaraj Engines Limited"", ""shp"": ""30-Sep-2025"", ""totIssuedShares"": ""12147466"", ""totPromoterHolding"": ""6331141"", ""percPromoterHolding"": ""    52.12"", ""totPublicHolding"": ""5816325"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""339664"", ""totDematShares"": ""12125137"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""2.8"", ""broadcastDt"": ""30-Mar-2026 16:30:47"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""121.515""}",Swaraj Engines Limited,30-Sep-2025,12147466,6331141,    52.12,5816325,0,     0.00,     0.00,,339664,12125137,0,0,0,2.8,30-Mar-2026 16:30:47,,,0,121.515,2026-03-30
,,,,,,,"{""comName"": ""Swelect Energy Systems Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""15158760"", ""totPromoterHolding"": ""8544318"", ""percPromoterHolding"": ""    56.37"", ""totPublicHolding"": ""6614442"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""271898"", ""totDematShares"": ""15109529"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.8"", ""broadcastDt"": ""30-Mar-2026 16:31:06"", ""disclosureToDate"": null, ""compBroadcastDate"": ""29-07-2017"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""16.869""}",Swelect Energy Systems Limited,31-Dec-2025,15158760,8544318,    56.37,6614442,0,     0.00,     0.00,,271898,15109529,0,0,0,1.8,30-Mar-2026 16:31:06,,29-07-2017,0,16.869,2026-03-30
,,,,,,,"{""comName"": ""Symphony Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""68671400"", ""totPromoterHolding"": ""50422182"", ""percPromoterHolding"": ""    73.43"", ""totPublicHolding"": ""18249218"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""2255981"", ""totDematShares"": ""68406700"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""3.3"", ""broadcastDt"": ""30-Mar-2026 16:31:19"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""198.944""}",Symphony Limited,31-Dec-2025,68671400,50422182,    73.43,18249218,0,     0.00,     0.00,,2255981,68406700,0,0,0,3.3,30-Mar-2026 16:31:19,,,0,198.944,2026-03-30
,,,,,,,"{""comName"": ""T T Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""258310944"", ""totPromoterHolding"": ""129935037"", ""percPromoterHolding"": ""    50.30"", ""totPublicHolding"": ""128375907"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""6020144"", ""totDematShares"": ""252231844"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""2.39"", ""broadcastDt"": ""30-Mar-2026 16:31:09"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""4.967""}",T T Limited,31-Dec-2025,258310944,129935037,    50.30,128375907,0,     0.00,     0.00,,6020144,252231844,0,0,0,2.39,30-Mar-2026 16:31:09,,,0,4.967,2026-03-30
,,,,,,,"{""comName"": ""TATA CONSUMER PRODUCTS LIMITED"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""989546044"", ""totPromoterHolding"": ""334818469"", ""percPromoterHolding"": ""    33.84"", ""totPublicHolding"": ""654727575"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""18397659"", ""totDematShares"": ""982452251"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.87"", ""broadcastDt"": ""30-Mar-2026 16:30:42"", ""disclosureToDate"": null, ""compBroadcastDate"": ""31-03-2021"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""2193.001""}",TATA CONSUMER PRODUCTS LIMITED,31-Dec-2025,989546044,334818469,    33.84,654727575,0,     0.00,     0.00,,18397659,982452251,0,0,0,1.87,30-Mar-2026 16:30:42,,31-03-2021,0,2193.001,2026-03-30
,,,,,,,"{""comName"": ""TCPL Packaging Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""9100000"", ""totPromoterHolding"": ""5091466"", ""percPromoterHolding"": ""    55.95"", ""totPublicHolding"": ""4008534"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""112427"", ""totDematShares"": ""8998637"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.25"", ""broadcastDt"": ""30-Mar-2026 16:31:26"", ""disclosureToDate"": null, ""compBroadcastDate"": ""08-06-2020"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""33.835""}",TCPL Packaging Limited,31-Dec-2025,9100000,5091466,    55.95,4008534,0,     0.00,     0.00,,112427,8998637,0,0,0,1.25,30-Mar-2026 16:31:26,,08-06-2020,0,33.835,2026-03-30
,,,,,,,"{""comName"": ""TD Power Systems Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""156214830"", ""totPromoterHolding"": ""41978661"", ""percPromoterHolding"": ""    26.87"", ""totPublicHolding"": ""114236169"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""4913756"", ""totDematShares"": ""156214830"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""3.15"", ""broadcastDt"": ""30-Mar-2026 16:31:20"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""344.97""}",TD Power Systems Limited,31-Dec-2025,156214830,41978661,    26.87,114236169,0,     0.00,     0.00,,4913756,156214830,0,0,0,3.15,30-Mar-2026 16:31:20,,,0,344.97,2026-03-30
,,,,,,,"{""comName"": ""TECIL Chemicals and Hydro Power Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""18963700"", ""totPromoterHolding"": ""9047582"", ""percPromoterHolding"": ""    47.71"", ""totPublicHolding"": ""9916118"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""4732"", ""totDematShares"": ""11373722"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.04"", ""broadcastDt"": ""30-Mar-2026 16:30:34"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""0.01""}",TECIL Chemicals and Hydro Power Limited,31-Dec-2025,18963700,9047582,    47.71,9916118,0,     0.00,     0.00,,4732,11373722,0,0,0,0.04,30-Mar-2026 16:30:34,,,0,0.01,2026-03-30
,,,,,,,"{""comName"": ""TGB Banquets And Hotels Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""29286400"", ""totPromoterHolding"": ""9145835"", ""percPromoterHolding"": ""    31.23"", ""totPublicHolding"": ""20140565"", ""totPromoterShares"": ""2781400"", ""percPromoterShares"": ""    30.41"", ""percTotShares"": ""     9.50"", ""disclosureFromDate"": null, ""numSharesPledged"": ""3652197"", ""totDematShares"": ""29286395"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""12.47"", ""broadcastDt"": ""30-Mar-2026 16:31:10"", ""disclosureToDate"": null, ""compBroadcastDate"": ""28-02-2018"", ""noOfPledgeShare"": ""2.662"", ""noOfSecPledgeShare"": ""3.495""}",TGB Banquets And Hotels Limited,31-Dec-2025,29286400,9145835,    31.23,20140565,2781400,    30.41,     9.50,,3652197,29286395,0,0,0,12.47,30-Mar-2026 16:31:10,,28-02-2018,2.662,3.495,2026-03-30
,,,,,,,"{""comName"": ""TIL Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""66602056"", ""totPromoterHolding"": ""45577433"", ""percPromoterHolding"": ""    68.43"", ""totPublicHolding"": ""21024623"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""599342"", ""totDematShares"": ""70268058"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.85"", ""broadcastDt"": ""30-Mar-2026 16:30:32"", ""disclosureToDate"": null, ""compBroadcastDate"": ""27-07-2023"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""16.257""}",TIL Limited,31-Dec-2025,66602056,45577433,    68.43,21024623,0,     0.00,     0.00,,599342,70268058,0,0,0,0.85,30-Mar-2026 16:30:32,,27-07-2023,0,16.257,2026-03-30
,,,,,,,"{""comName"": ""TITAGARH RAIL SYSTEMS LIMITED"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""134673768"", ""totPromoterHolding"": ""54486861"", ""percPromoterHolding"": ""    40.46"", ""totPublicHolding"": ""80186907"", ""totPromoterShares"": ""32000"", ""percPromoterShares"": ""     0.06"", ""percTotShares"": ""     0.02"", ""disclosureFromDate"": null, ""numSharesPledged"": ""8274441"", ""totDematShares"": ""134463947"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""6.15"", ""broadcastDt"": ""30-Mar-2026 16:31:14"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""2.854"", ""noOfSecPledgeShare"": ""738.039""}",TITAGARH RAIL SYSTEMS LIMITED,31-Dec-2025,134673768,54486861,    40.46,80186907,32000,     0.06,     0.02,,8274441,134463947,0,0,0,6.15,30-Mar-2026 16:31:14,,,2.854,738.039,2026-03-30
,,,,,,,"{""comName"": ""TRANSWORLD SHIPPING LINES LIMITED"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""21957533"", ""totPromoterHolding"": ""15466650"", ""percPromoterHolding"": ""    70.44"", ""totPublicHolding"": ""6490883"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""494040"", ""totDematShares"": ""21823532"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""2.26"", ""broadcastDt"": ""30-Mar-2026 16:30:42"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""9.786""}",TRANSWORLD SHIPPING LINES LIMITED,31-Dec-2025,21957533,15466650,    70.44,6490883,0,     0.00,     0.00,,494040,21823532,0,0,0,2.26,30-Mar-2026 16:30:42,,,0,9.786,2026-03-30
,,,,,,,"{""comName"": ""TREJHARA SOLUTIONS LIMITED"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""14516298"", ""totPromoterHolding"": ""3348337"", ""percPromoterHolding"": ""    23.07"", ""totPublicHolding"": ""11167961"", ""totPromoterShares"": ""344999"", ""percPromoterShares"": ""    10.30"", ""percTotShares"": ""     2.38"", ""disclosureFromDate"": null, ""numSharesPledged"": ""481975"", ""totDematShares"": ""23457828"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""2.05"", ""broadcastDt"": ""30-Mar-2026 16:31:27"", ""disclosureToDate"": null, ""compBroadcastDate"": ""24-09-2021"", ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",TREJHARA SOLUTIONS LIMITED,31-Dec-2025,14516298,3348337,    23.07,11167961,344999,    10.30,     2.38,,481975,23457828,0,0,0,2.05,30-Mar-2026 16:31:27,,24-09-2021,,,2026-03-30
,,,,,,,"{""comName"": ""TRF Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""11004412"", ""totPromoterHolding"": ""3755235"", ""percPromoterHolding"": ""    34.12"", ""totPublicHolding"": ""7249177"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""625469"", ""totDematShares"": ""10573041"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""5.92"", ""broadcastDt"": ""30-Mar-2026 16:31:16"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""18.636""}",TRF Limited,31-Dec-2025,11004412,3755235,    34.12,7249177,0,     0.00,     0.00,,625469,10573041,0,0,0,5.92,30-Mar-2026 16:31:16,,,0,18.636,2026-03-30
,,,,,,,"{""comName"": ""TTK Prestige Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""136950984"", ""totPromoterHolding"": ""96574837"", ""percPromoterHolding"": ""    70.52"", ""totPublicHolding"": ""40376147"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""465153"", ""totDematShares"": ""136409293"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""0.34"", ""broadcastDt"": ""30-Mar-2026 16:30:47"", ""disclosureToDate"": null, ""compBroadcastDate"": ""22-12-2017"", ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""28.698""}",TTK Prestige Limited,31-Dec-2025,136950984,96574837,    70.52,40376147,0,     0.00,     0.00,,465153,136409293,0,0,0,0.34,30-Mar-2026 16:30:47,,22-12-2017,0,28.698,2026-03-30
,,,,,,,"{""comName"": ""TV Today Network Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""59668615"", ""totPromoterHolding"": ""37715841"", ""percPromoterHolding"": ""    63.21"", ""totPublicHolding"": ""21952774"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""1882202"", ""totDematShares"": ""59668275"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""3.15"", ""broadcastDt"": ""30-Mar-2026 16:30:59"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""26.607""}",TV Today Network Limited,31-Dec-2025,59668615,37715841,    63.21,21952774,0,     0.00,     0.00,,1882202,59668275,0,0,0,3.15,30-Mar-2026 16:30:59,,,0,26.607,2026-03-30
,,,,,,,"{""comName"": ""TV Vision Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""38744500"", ""totPromoterHolding"": ""12476845"", ""percPromoterHolding"": ""    32.20"", ""totPublicHolding"": ""26267655"", ""totPromoterShares"": ""6341000"", ""percPromoterShares"": ""    50.82"", ""percTotShares"": ""    16.37"", ""disclosureFromDate"": null, ""numSharesPledged"": ""12965970"", ""totDematShares"": ""38704786"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""33.5"", ""broadcastDt"": ""30-Mar-2026 16:31:24"", ""disclosureToDate"": null, ""compBroadcastDate"": ""21-08-2017"", ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",TV Vision Limited,31-Dec-2025,38744500,12476845,    32.20,26267655,6341000,    50.82,    16.37,,12965970,38704786,0,0,0,33.5,30-Mar-2026 16:31:24,,21-08-2017,,,2026-03-30
,,,,,,,"{""comName"": ""TVS Electronics Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""18650318"", ""totPromoterHolding"": ""11147743"", ""percPromoterHolding"": ""    59.77"", ""totPublicHolding"": ""7502575"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""575973"", ""totDematShares"": ""18464311"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""3.12"", ""broadcastDt"": ""30-Mar-2026 16:30:58"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": null, ""noOfSecPledgeShare"": null}",TVS Electronics Limited,31-Dec-2025,18650318,11147743,    59.77,7502575,0,     0.00,     0.00,,575973,18464311,0,0,0,3.12,30-Mar-2026 16:30:58,,,,,2026-03-30
,,,,,,,"{""comName"": ""TVS Holdings Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""20232104"", ""totPromoterHolding"": ""15063398"", ""percPromoterHolding"": ""    74.45"", ""totPublicHolding"": ""5168706"", ""totPromoterShares"": ""2461808"", ""percPromoterShares"": ""    16.34"", ""percTotShares"": ""    12.17"", ""disclosureFromDate"": null, ""numSharesPledged"": ""2739697"", ""totDematShares"": ""20186281"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""13.57"", ""broadcastDt"": ""30-Mar-2026 16:31:21"", ""disclosureToDate"": null, ""compBroadcastDate"": ""28-02-2022"", ""noOfPledgeShare"": ""3392.371"", ""noOfSecPledgeShare"": ""3775.302""}",TVS Holdings Limited,31-Dec-2025,20232104,15063398,    74.45,5168706,2461808,    16.34,    12.17,,2739697,20186281,0,0,0,13.57,30-Mar-2026 16:31:21,,28-02-2022,3392.371,3775.302,2026-03-30
,,,,,,,"{""comName"": ""TVS Motor Company Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""475087114"", ""totPromoterHolding"": ""238939813"", ""percPromoterHolding"": ""    50.29"", ""totPublicHolding"": ""236147301"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""6932877"", ""totDematShares"": ""473839605"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.46"", ""broadcastDt"": ""30-Mar-2026 16:30:55"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""2578.892""}",TVS Motor Company Limited,31-Dec-2025,475087114,238939813,    50.29,236147301,0,     0.00,     0.00,,6932877,473839605,0,0,0,1.46,30-Mar-2026 16:30:55,,,0,2578.892,2026-03-30
,,,,,,,"{""comName"": ""TVS Srichakra Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""7657050"", ""totPromoterHolding"": ""3499493"", ""percPromoterHolding"": ""    45.70"", ""totPublicHolding"": ""4157557"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""491523"", ""totDematShares"": ""7456079"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""6.59"", ""broadcastDt"": ""30-Mar-2026 16:30:48"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""206.798""}",TVS Srichakra Limited,31-Dec-2025,7657050,3499493,    45.70,4157557,0,     0.00,     0.00,,491523,7456079,0,0,0,6.59,30-Mar-2026 16:30:48,,,0,206.798,2026-03-30
,,,,,,,"{""comName"": ""Tainwala Chemical and Plastic (I) Limited"", ""shp"": ""31-Dec-2025"", ""totIssuedShares"": ""9363863"", ""totPromoterHolding"": ""6321798"", ""percPromoterHolding"": ""    67.51"", ""totPublicHolding"": ""3042065"", ""totPromoterShares"": ""0"", ""percPromoterShares"": ""     0.00"", ""percTotShares"": ""     0.00"", ""disclosureFromDate"": null, ""numSharesPledged"": ""135166"", ""totDematShares"": ""8846904"", ""sharesCollateral"": ""0"", ""nbfcPromoShare"": ""0"", ""nbfcNonPromoShare"": ""0"", ""percSharesPledged"": ""1.53"", ""broadcastDt"": ""30-Mar-2026 16:30:32"", ""disclosureToDate"": null, ""compBroadcastDate"": null, ""noOfPledgeShare"": ""0"", ""noOfSecPledgeShare"": ""2.609""}",Tainwala Chemical and Plastic (I) Limited,31-Dec-2025,9363863,6321798,    67.51,3042065,0,     0.00,     0.00,,135166,8846904,0,0,0,1.53,30-Mar-2026 16:30:32,,,0,2.609,2026-03-30
