bar,i_idx,dir,tag,option_a_valid,option_a_ema,symbol,optA_week_plus_1,optA_week_plus_2,optA_week_plus_3,optA_any_of_next_3_weeks,optA_first_forward_week
2021-08-06,279,bearish,CHoCH,False,,MAHABANK,False,False,False,False,
2022-11-04,344,bullish,CHoCH,False,,MAHABANK,False,False,False,False,
2023-02-24,360,bearish,CHoCH,True,20.0,MAHABANK,False,True,True,True,2.0
2023-08-11,384,bullish,CHoCH,False,,MAHABANK,False,False,False,False,
2024-10-25,447,bearish,CHoCH,False,,MAHABANK,True,True,False,True,1.0
2025-10-24,499,bullish,CHoCH,False,,MAHABANK,False,True,True,True,2.0
2016-09-30,26,bearish,CHoCH,False,,BATAINDIA,False,False,False,False,
2017-08-04,70,bullish,CHoCH,False,,BATAINDIA,False,False,False,False,
2019-07-19,172,bearish,CHoCH,True,20.0,BATAINDIA,False,False,False,False,
2019-08-16,176,bullish,CHoCH,False,,BATAINDIA,False,False,False,False,
2020-03-06,205,bearish,CHoCH,False,,BATAINDIA,False,False,False,False,
2020-11-20,242,bullish,CHoCH,True,20.0,BATAINDIA,False,False,False,False,
2022-03-04,309,bearish,CHoCH,False,,BATAINDIA,False,False,False,False,
2017-02-24,47,bearish,CHoCH,False,,BAYERCROP,False,False,False,False,
2017-04-28,56,bullish,CHoCH,False,,BAYERCROP,False,False,False,False,
2018-10-26,134,bearish,CHoCH,True,10.0,BAYERCROP,False,False,True,True,3.0
2019-09-20,181,bullish,CHoCH,True,9.0,BAYERCROP,False,False,True,True,3.0
2020-03-27,208,bearish,CHoCH,False,,BAYERCROP,False,False,False,False,
2020-05-29,217,bullish,CHoCH,False,,BAYERCROP,False,False,False,False,
2020-10-23,238,bearish,CHoCH,True,20.0,BAYERCROP,False,True,True,True,2.0
2021-07-16,276,bullish,CHoCH,False,,BAYERCROP,False,False,False,False,
2021-11-05,292,bearish,CHoCH,False,,BAYERCROP,False,False,False,False,
2022-05-27,321,bullish,CHoCH,True,10.0,BAYERCROP,False,False,True,True,3.0
2022-10-14,341,bearish,CHoCH,False,,BAYERCROP,False,False,False,False,
2023-09-08,388,bullish,CHoCH,False,,BAYERCROP,False,False,False,False,
2024-11-15,450,bearish,CHoCH,True,10.0,BAYERCROP,False,False,True,True,3.0
2025-05-30,478,bullish,CHoCH,True,10.0,BAYERCROP,False,False,False,False,
2025-12-19,507,bearish,CHoCH,False,,BAYERCROP,False,True,True,True,2.0
2016-11-11,32,bearish,CHoCH,True,9.0,BERGEPAINT,False,False,True,True,3.0
2017-04-21,55,bullish,CHoCH,False,,BERGEPAINT,False,False,False,False,
2018-10-05,131,bearish,CHoCH,False,,BERGEPAINT,False,False,True,True,3.0
2019-08-09,175,bullish,CHoCH,False,,BERGEPAINT,False,False,False,False,
2020-03-13,206,bearish,CHoCH,True,9.0,BERGEPAINT,False,False,True,True,3.0
2020-08-07,227,bullish,CHoCH,True,9.0,BERGEPAINT,False,True,False,True,2.0
2021-10-22,290,bearish,CHoCH,True,10.0,BERGEPAINT,False,False,True,True,3.0
2023-04-28,369,bullish,CHoCH,True,21.0,BERGEPAINT,False,False,False,False,
2024-04-19,420,bearish,CHoCH,False,,BERGEPAINT,False,False,False,False,
2024-09-13,441,bullish,CHoCH,False,,BERGEPAINT,False,False,False,False,
2025-09-26,495,bearish,CHoCH,True,10.0,BERGEPAINT,False,True,False,True,2.0
2019-06-28,66,bullish,CHoCH,True,21.0,BDL,False,True,True,True,2.0
2020-02-14,99,bearish,CHoCH,True,10.0,BDL,True,True,True,True,1.0
2020-07-03,119,bullish,CHoCH,False,,BDL,False,False,False,False,
2025-12-12,403,bearish,CHoCH,True,9.0,BDL,False,True,False,True,2.0
2018-02-02,96,bearish,CHoCH,True,10.0,BEL,False,False,False,False,
2019-03-15,154,bullish,CHoCH,True,20.0,BEL,False,False,False,False,
2020-01-31,200,bearish,CHoCH,True,21.0,BEL,False,False,False,False,
2020-06-19,220,bullish,CHoCH,True,9.0,BEL,False,False,False,False,
2023-01-27,356,bearish,CHoCH,True,10.0,BEL,False,False,True,True,3.0
2023-04-07,366,bullish,CHoCH,True,9.0,BEL,False,False,False,False,
2024-09-20,442,bearish,CHoCH,True,20.0,BEL,False,True,True,True,2.0
2025-05-16,476,bullish,CHoCH,False,,BEL,False,False,False,False,
2018-05-25,112,bearish,CHoCH,True,10.0,BHARATFORG,False,False,False,False,
2019-12-20,194,bullish,CHoCH,False,,BHARATFORG,False,False,True,True,3.0
2020-03-13,206,bearish,CHoCH,False,,BHARATFORG,False,False,False,False,
2020-12-04,244,bullish,CHoCH,False,,BHARATFORG,False,False,True,True,3.0
2021-11-26,295,bearish,CHoCH,True,10.0,BHARATFORG,False,False,True,True,3.0
2022-07-29,330,bullish,CHoCH,False,,BHARATFORG,False,True,False,True,2.0
2023-02-24,360,bearish,CHoCH,True,9.0,BHARATFORG,True,True,False,True,1.0
2023-08-04,383,bullish,CHoCH,False,,BHARATFORG,False,False,False,False,
2024-10-04,444,bearish,CHoCH,True,20.0,BHARATFORG,False,False,False,False,
2025-05-16,476,bullish,CHoCH,False,,BHARATFORG,False,False,False,False,
2016-11-25,34,bearish,CHoCH,True,9.0,BHEL,False,False,False,False,
2017-03-17,50,bullish,CHoCH,False,,BHEL,False,False,False,False,
2018-03-23,103,bearish,CHoCH,False,,BHEL,False,True,True,True,2.0
2019-03-29,156,bullish,CHoCH,True,10.0,BHEL,False,False,False,False,
2019-08-02,174,bearish,CHoCH,False,,BHEL,False,False,False,False,
2021-02-05,253,bullish,CHoCH,True,21.0,BHEL,True,True,True,True,1.0
2022-02-18,307,bearish,CHoCH,False,,BHEL,False,False,False,False,
2022-08-26,334,bullish,CHoCH,True,20.0,BHEL,False,False,False,False,
2024-09-06,440,bearish,CHoCH,True,9.0,BHEL,False,False,False,False,
2025-05-30,478,bullish,CHoCH,False,,BHEL,False,False,True,True,3.0
2018-01-19,94,bearish,CHoCH,False,,BPCL,False,True,True,True,2.0
2019-03-15,154,bullish,CHoCH,False,,BPCL,False,False,True,True,3.0
2019-08-23,177,bearish,CHoCH,True,10.0,BPCL,False,False,False,False,
2019-09-27,182,bullish,CHoCH,False,,BPCL,False,False,False,False,
2020-01-10,197,bearish,CHoCH,False,,BPCL,True,True,True,True,1.0
2020-06-19,220,bullish,CHoCH,True,9.0,BPCL,True,True,True,True,1.0
2020-09-25,234,bearish,CHoCH,True,9.0,BPCL,True,False,False,True,1.0
2021-02-12,254,bullish,CHoCH,False,,BPCL,True,False,False,True,1.0
2021-11-19,294,bearish,CHoCH,False,,BPCL,False,False,False,False,
2023-05-05,370,bullish,CHoCH,False,,BPCL,False,False,False,False,
2023-10-27,395,bearish,CHoCH,False,,BPCL,False,False,False,False,
2023-11-10,397,bullish,CHoCH,False,,BPCL,False,False,False,False,
2024-11-22,451,bearish,CHoCH,False,,BPCL,False,False,True,True,3.0
2025-05-02,474,bullish,CHoCH,False,,BPCL,False,False,False,False,
2026-03-13,519,bearish,CHoCH,False,,BPCL,False,False,False,False,
2017-02-03,44,bullish,CHoCH,True,20.0,BHARTIARTL,False,False,False,False,
2018-01-26,95,bearish,CHoCH,True,9.0,BHARTIARTL,False,False,False,False,
2019-04-05,157,bullish,CHoCH,False,,BHARTIARTL,False,True,True,True,2.0
2020-08-14,228,bearish,CHoCH,True,9.0,BHARTIARTL,True,False,True,True,1.0
2021-01-15,250,bullish,CHoCH,False,,BHARTIARTL,False,False,False,False,
2021-12-17,298,bearish,CHoCH,True,9.0,BHARTIARTL,False,True,False,True,2.0
2022-04-01,313,bullish,CHoCH,True,10.0,BHARTIARTL,False,False,True,True,3.0
2023-03-31,365,bearish,CHoCH,True,10.0,BHARTIARTL,True,True,True,True,1.0
2023-04-28,369,bullish,CHoCH,True,9.0,BHARTIARTL,True,False,True,True,1.0
2026-03-13,519,bearish,CHoCH,False,,BHARTIARTL,False,False,False,False,
2024-11-22,32,bearish,CHoCH,True,9.0,BHARTIHEXA,True,False,False,True,1.0
2025-05-02,55,bullish,CHoCH,False,,BHARTIHEXA,False,False,False,False,
2025-09-26,76,bearish,CHoCH,True,10.0,BHARTIHEXA,False,False,False,False,
2025-01-10,112,bearish,CHoCH,False,,BIKAJI,False,False,False,False,
2019-05-03,161,bearish,CHoCH,True,21.0,BIOCON,False,False,False,False,
2020-04-10,210,bullish,CHoCH,True,10.0,BIOCON,False,False,False,False,
2021-01-29,252,bearish,CHoCH,False,,BIOCON,False,False,True,True,3.0
2022-02-04,305,bullish,CHoCH,True,20.0,BIOCON,False,False,True,True,3.0
2022-03-04,309,bearish,CHoCH,True,9.0,BIOCON,False,False,False,False,
2024-01-05,405,bullish,CHoCH,True,20.0,BIOCON,False,False,False,False,
2024-10-25,447,bearish,CHoCH,True,20.0,BIOCON,False,False,True,True,3.0
2025-07-04,483,bullish,CHoCH,True,9.0,BIOCON,False,False,False,False,
2026-04-10,523,bearish,CHoCH,False,,BIOCON,False,,,False,
2016-10-21,29,bullish,CHoCH,True,9.0,BSOFT,True,False,False,True,1.0
2017-05-19,59,bearish,CHoCH,True,20.0,BSOFT,False,False,False,False,
2017-11-03,83,bullish,CHoCH,False,,BSOFT,False,False,False,False,
2019-01-25,147,bearish,CHoCH,True,21.0,BSOFT,False,False,False,False,
2020-01-31,200,bullish,CHoCH,True,10.0,BSOFT,False,False,False,False,
2020-03-20,207,bearish,CHoCH,False,,BSOFT,False,False,False,False,
2020-07-17,224,bullish,CHoCH,False,,BSOFT,False,False,False,False,
2022-05-13,319,bearish,CHoCH,False,,BSOFT,False,False,False,False,
2023-05-26,373,bullish,CHoCH,False,,BSOFT,False,False,False,False,
2025-01-17,459,bearish,CHoCH,False,,BSOFT,True,False,False,True,1.0
2017-03-10,49,bullish,CHoCH,True,9.0,BLUEDART,False,False,False,False,
2017-08-11,71,bearish,CHoCH,False,,BLUEDART,False,False,True,True,3.0
2017-12-15,89,bullish,CHoCH,True,9.0,BLUEDART,False,False,False,False,
2018-03-23,103,bearish,CHoCH,False,,BLUEDART,False,False,False,False,
2019-03-22,155,bullish,CHoCH,False,,BLUEDART,False,True,True,True,2.0
2019-05-17,163,bearish,CHoCH,False,,BLUEDART,False,False,False,False,
2020-01-17,198,bullish,CHoCH,True,10.0,BLUEDART,False,False,False,False,
2020-03-27,208,bearish,CHoCH,False,,BLUEDART,True,False,True,True,1.0
2020-07-24,225,bullish,CHoCH,True,9.0,BLUEDART,False,False,False,False,
2020-08-14,228,bearish,CHoCH,True,9.0,BLUEDART,True,False,False,True,1.0
2021-02-05,253,bullish,CHoCH,True,10.0,BLUEDART,False,False,False,False,
2022-03-04,309,bearish,CHoCH,False,,BLUEDART,False,True,False,True,2.0
2022-06-03,322,bullish,CHoCH,False,,BLUEDART,False,False,True,True,3.0
2023-01-27,356,bearish,CHoCH,False,,BLUEDART,False,False,False,False,
2023-06-09,375,bullish,CHoCH,True,20.0,BLUEDART,False,False,False,False,
2024-02-09,410,bearish,CHoCH,False,,BLUEDART,False,False,False,False,
2024-06-14,428,bullish,CHoCH,False,,BLUEDART,False,False,False,False,
2024-11-22,451,bearish,CHoCH,False,,BLUEDART,False,False,True,True,3.0
2025-11-07,105,bearish,CHoCH,True,10.0,BLUEJET,False,False,False,False,
2016-11-18,33,bearish,CHoCH,True,20.0,BLUESTARCO,False,False,True,True,3.0
2017-03-17,50,bullish,CHoCH,True,10.0,BLUESTARCO,False,False,False,False,
2018-05-25,112,bearish,CHoCH,False,,BLUESTARCO,False,False,False,False,
2019-04-05,157,bullish,CHoCH,False,,BLUESTARCO,False,True,True,True,2.0
2020-03-13,206,bearish,CHoCH,False,,BLUESTARCO,False,False,False,False,
2020-08-28,230,bullish,CHoCH,True,21.0,BLUESTARCO,False,False,False,False,
2021-08-27,282,bearish,CHoCH,True,21.0,BLUESTARCO,False,False,False,False,
2021-09-24,286,bullish,CHoCH,True,21.0,BLUESTARCO,False,False,False,False,
2022-01-28,304,bearish,CHoCH,True,10.0,BLUESTARCO,False,False,False,False,
2022-04-08,314,bullish,CHoCH,False,,BLUESTARCO,False,False,False,False,
2022-06-10,323,bearish,CHoCH,False,,BLUESTARCO,False,False,True,True,3.0
2022-12-02,348,bullish,CHoCH,False,,BLUESTARCO,False,False,False,False,
2023-08-11,384,bearish,CHoCH,True,9.0,BLUESTARCO,False,True,True,True,2.0
2023-09-22,390,bullish,CHoCH,True,9.0,BLUESTARCO,False,False,False,False,
2025-05-02,474,bearish,CHoCH,False,,BLUESTARCO,False,False,False,False,
2018-02-02,96,bearish,CHoCH,True,10.0,BBTC,False,False,False,False,
2018-08-24,125,bullish,CHoCH,True,10.0,BBTC,False,False,True,True,3.0
2018-09-28,130,bearish,CHoCH,False,,BBTC,False,False,False,False,
2020-06-05,218,bullish,CHoCH,True,9.0,BBTC,False,False,False,False,
2021-02-26,256,bearish,CHoCH,True,10.0,BBTC,True,True,True,True,1.0
2021-06-11,271,bullish,CHoCH,False,,BBTC,False,False,False,False,
2021-10-29,291,bearish,CHoCH,False,,BBTC,False,True,True,True,2.0
2023-07-07,379,bullish,CHoCH,True,10.0,BBTC,False,False,False,False,
2024-11-29,452,bearish,CHoCH,True,9.0,BBTC,True,True,True,True,1.0
2025-10-24,499,bullish,CHoCH,False,,BBTC,False,False,False,False,
2026-01-23,512,bearish,CHoCH,True,10.0,BBTC,False,False,True,True,3.0
2017-06-16,63,bullish,CHoCH,False,,BOSCHLTD,False,True,True,True,2.0
2017-08-11,71,bearish,CHoCH,True,9.0,BOSCHLTD,False,False,True,True,3.0
2018-08-31,126,bullish,CHoCH,True,20.0,BOSCHLTD,False,False,True,True,3.0
2019-02-15,150,bearish,CHoCH,True,9.0,BOSCHLTD,False,True,True,True,2.0
2020-06-05,218,bullish,CHoCH,True,9.0,BOSCHLTD,True,True,False,True,1.0
2021-08-13,280,bearish,CHoCH,True,10.0,BOSCHLTD,True,False,False,True,1.0
2021-10-08,288,bullish,CHoCH,True,9.0,BOSCHLTD,False,False,False,False,
2022-03-04,309,bearish,CHoCH,False,,BOSCHLTD,False,False,False,False,
2022-07-01,326,bullish,CHoCH,True,9.0,BOSCHLTD,False,False,False,False,
2023-08-11,384,bearish,CHoCH,False,,BOSCHLTD,False,False,False,False,
2023-10-13,393,bullish,CHoCH,True,10.0,BOSCHLTD,False,True,True,True,2.0
2025-01-10,458,bearish,CHoCH,True,20.0,BOSCHLTD,False,False,False,False,
2025-07-18,485,bullish,CHoCH,False,,BOSCHLTD,False,False,False,False,
2026-03-06,518,bearish,CHoCH,True,10.0,BOSCHLTD,False,False,False,False,
2016-11-11,32,bearish,CHoCH,True,9.0,BRIGADE,False,True,False,True,2.0
2017-03-10,49,bullish,CHoCH,False,,BRIGADE,False,False,False,False,
2017-08-11,71,bearish,CHoCH,True,9.0,BRIGADE,True,False,False,True,1.0
2017-11-24,86,bullish,CHoCH,False,,BRIGADE,False,False,False,False,
2018-06-01,113,bearish,CHoCH,False,,BRIGADE,False,True,False,True,2.0
2019-03-22,155,bullish,CHoCH,False,,BRIGADE,False,False,False,False,
2020-03-20,207,bearish,CHoCH,False,,BRIGADE,False,False,False,False,
2020-08-21,229,bullish,CHoCH,False,,BRIGADE,False,False,False,False,
2022-05-13,319,bearish,CHoCH,False,,BRIGADE,False,True,True,True,2.0
2022-07-22,329,bullish,CHoCH,True,9.0,BRIGADE,False,True,False,True,2.0
2022-12-16,350,bearish,CHoCH,False,,BRIGADE,False,True,False,True,2.0
2023-05-05,370,bullish,CHoCH,False,,BRIGADE,False,False,False,False,
2025-01-24,460,bearish,CHoCH,False,,BRIGADE,True,True,True,True,1.0
2019-05-03,161,bearish,CHoCH,True,10.0,BRITANNIA,False,False,True,True,3.0
2019-09-27,182,bullish,CHoCH,False,,BRITANNIA,False,False,False,False,
2020-01-10,197,bearish,CHoCH,True,9.0,BRITANNIA,False,False,False,False,
2020-05-29,217,bullish,CHoCH,False,,BRITANNIA,False,False,False,False,
2021-02-19,255,bearish,CHoCH,False,,BRITANNIA,False,False,True,True,3.0
2021-08-20,281,bullish,CHoCH,True,21.0,BRITANNIA,False,False,False,False,
2022-02-25,308,bearish,CHoCH,False,,BRITANNIA,False,False,False,False,
2022-07-08,327,bullish,CHoCH,False,,BRITANNIA,False,False,False,False,
2023-03-24,364,bearish,CHoCH,True,9.0,BRITANNIA,False,True,True,True,2.0
2023-06-09,375,bullish,CHoCH,False,,BRITANNIA,False,False,False,False,
2024-11-15,450,bearish,CHoCH,True,20.0,BRITANNIA,False,False,False,False,
2025-04-18,472,bullish,CHoCH,False,,BRITANNIA,False,False,False,False,
2026-03-20,520,bearish,CHoCH,True,20.0,BRITANNIA,False,False,False,False,
2023-06-23,78,bullish,CHoCH,False,,MAPMYINDIA,False,False,True,True,3.0
2024-08-23,139,bearish,CHoCH,True,9.0,MAPMYINDIA,True,False,False,True,1.0
2025-04-25,174,bullish,CHoCH,True,21.0,MAPMYINDIA,False,False,False,False,
2025-08-29,192,bearish,CHoCH,False,,MAPMYINDIA,False,False,False,False,
2017-05-26,60,bearish,CHoCH,True,10.0,CCL,False,False,False,False,
2017-11-03,83,bullish,CHoCH,True,21.0,CCL,True,True,True,True,1.0
2018-01-26,95,bearish,CHoCH,True,10.0,CCL,True,True,True,True,1.0
2019-03-08,153,bullish,CHoCH,True,10.0,CCL,False,False,True,True,3.0
2019-04-26,160,bearish,CHoCH,False,,CCL,False,True,True,True,2.0
2020-01-31,200,bullish,CHoCH,True,9.0,CCL,True,False,False,True,1.0
2020-03-27,208,bearish,CHoCH,False,,CCL,False,False,True,True,3.0
2020-08-21,229,bullish,CHoCH,False,,CCL,False,True,True,True,2.0
2021-02-26,256,bearish,CHoCH,False,,CCL,False,True,True,True,2.0
2021-05-07,266,bullish,CHoCH,False,,CCL,False,False,False,False,
2022-05-06,318,bearish,CHoCH,True,20.0,CCL,False,False,False,False,
2022-07-29,330,bullish,CHoCH,False,,CCL,False,False,True,True,3.0
2024-03-08,414,bearish,CHoCH,True,9.0,CCL,False,False,False,False,
2024-08-23,438,bullish,CHoCH,False,,CCL,False,False,False,False,
2025-01-24,460,bearish,CHoCH,False,,CCL,False,True,True,True,2.0
2025-05-30,478,bullish,CHoCH,False,,CCL,False,False,False,False,
2018-03-23,103,bearish,CHoCH,False,,CESC,True,False,False,True,1.0
2018-04-27,108,bullish,CHoCH,False,,CESC,False,False,True,True,3.0
2018-09-28,130,bearish,CHoCH,True,10.0,CESC,False,True,True,True,2.0
2019-06-07,166,bullish,CHoCH,False,,CESC,False,False,False,False,
2020-01-31,200,bearish,CHoCH,True,21.0,CESC,False,True,False,True,2.0
2021-06-11,271,bullish,CHoCH,False,,CESC,False,False,False,False,
2022-02-18,307,bearish,CHoCH,False,,CESC,False,False,False,False,
2023-09-01,387,bullish,CHoCH,False,,CESC,False,False,False,False,
2025-01-10,458,bearish,CHoCH,True,10.0,CESC,False,False,False,False,
2025-07-04,483,bullish,CHoCH,False,,CESC,False,False,False,False,
2025-08-29,491,bearish,CHoCH,True,10.0,CESC,False,True,False,True,2.0
2025-10-24,499,bullish,CHoCH,False,,CESC,False,False,True,True,3.0
2026-01-23,512,bearish,CHoCH,False,,CESC,False,False,True,True,3.0
2016-12-09,36,bearish,CHoCH,True,20.0,CGPOWER,False,False,False,False,
2017-05-12,58,bullish,CHoCH,True,10.0,CGPOWER,False,False,True,True,3.0
2017-08-11,71,bearish,CHoCH,True,10.0,CGPOWER,True,True,False,True,1.0
2017-09-08,75,bullish,CHoCH,True,21.0,CGPOWER,True,False,False,True,1.0
2018-03-23,103,bearish,CHoCH,False,,CGPOWER,False,True,True,True,2.0
2019-11-08,188,bullish,CHoCH,True,9.0,CGPOWER,False,False,False,False,
2019-12-06,192,bearish,CHoCH,False,,CGPOWER,False,False,False,False,
2020-07-03,222,bullish,CHoCH,False,,CGPOWER,False,True,True,True,2.0
2025-01-10,458,bearish,CHoCH,True,10.0,CGPOWER,False,False,False,False,
2025-05-16,476,bullish,CHoCH,True,10.0,CGPOWER,False,False,False,False,
2026-01-09,510,bearish,CHoCH,False,,CGPOWER,False,False,False,False,
2017-02-03,44,bearish,CHoCH,False,,CRISIL,False,True,False,True,2.0
2018-01-12,93,bullish,CHoCH,False,,CRISIL,False,False,False,False,
2018-05-18,111,bearish,CHoCH,False,,CRISIL,False,True,False,True,2.0
2019-11-29,191,bullish,CHoCH,False,,CRISIL,False,False,False,False,
2021-04-02,261,bearish,CHoCH,True,10.0,CRISIL,False,True,False,True,2.0
2021-06-11,271,bullish,CHoCH,True,10.0,CRISIL,False,False,False,False,
2022-10-21,342,bearish,CHoCH,False,,CRISIL,False,False,False,False,
2023-04-14,367,bullish,CHoCH,False,,CRISIL,True,True,False,True,1.0
2025-12-26,508,bearish,CHoCH,False,,CRISIL,True,False,False,True,1.0
2024-07-26,115,bullish,CHoCH,True,20.0,CAMPUS,False,True,False,True,2.0
2024-11-22,132,bearish,CHoCH,False,,CAMPUS,False,False,True,True,3.0
2018-02-02,96,bearish,CHoCH,True,10.0,CANFINHOME,True,False,False,True,1.0
2018-02-23,99,bullish,CHoCH,False,,CANFINHOME,False,True,False,True,2.0
2018-05-11,110,bearish,CHoCH,False,,CANFINHOME,False,False,True,True,3.0
2018-12-28,143,bullish,CHoCH,True,9.0,CANFINHOME,True,False,False,True,1.0
2020-03-20,207,bearish,CHoCH,False,,CANFINHOME,False,False,False,False,
2021-03-12,258,bullish,CHoCH,True,10.0,CANFINHOME,False,False,False,False,
2021-08-20,281,bearish,CHoCH,True,10.0,CANFINHOME,True,False,False,True,1.0
2021-09-10,284,bullish,CHoCH,False,,CANFINHOME,False,False,False,False,
2022-05-13,319,bearish,CHoCH,False,,CANFINHOME,False,False,False,False,
2023-02-03,357,bullish,CHoCH,True,20.0,CANFINHOME,False,False,True,True,3.0
2024-12-20,455,bearish,CHoCH,False,,CANFINHOME,False,False,False,False,
2025-10-24,499,bullish,CHoCH,False,,CANFINHOME,False,False,False,False,
2017-09-29,78,bearish,CHoCH,False,,CANBK,False,False,False,False,
2017-10-27,82,bullish,CHoCH,True,21.0,CANBK,False,False,False,False,
2018-07-13,119,bearish,CHoCH,True,10.0,CANBK,False,False,False,False,
2018-08-03,122,bullish,CHoCH,False,,CANBK,False,True,False,True,2.0
2018-10-26,134,bearish,CHoCH,False,,CANBK,True,True,False,True,1.0
2019-03-29,156,bullish,CHoCH,False,,CANBK,False,False,False,False,
2019-08-02,174,bearish,CHoCH,False,,CANBK,False,False,False,False,
2020-12-11,245,bullish,CHoCH,False,,CANBK,False,True,False,True,2.0
2022-05-13,319,bearish,CHoCH,False,,CANBK,False,False,True,True,3.0
2022-10-21,342,bullish,CHoCH,True,21.0,CANBK,False,False,False,False,
2024-10-25,447,bearish,CHoCH,True,10.0,CANBK,True,True,True,True,1.0
2025-05-30,478,bullish,CHoCH,False,,CANBK,False,False,True,True,3.0
2025-08-29,491,bearish,CHoCH,True,9.0,CANBK,True,False,False,True,1.0
2025-09-19,494,bullish,CHoCH,False,,CANBK,False,False,False,False,
2017-11-24,86,bearish,CHoCH,True,10.0,CAPLIPOINT,False,True,True,True,2.0
2019-06-28,169,bullish,CHoCH,True,21.0,CAPLIPOINT,True,True,True,True,1.0
2019-10-25,186,bearish,CHoCH,False,,CAPLIPOINT,False,True,False,True,2.0
2020-02-07,201,bullish,CHoCH,True,9.0,CAPLIPOINT,False,True,False,True,2.0
2020-03-20,207,bearish,CHoCH,False,,CAPLIPOINT,True,True,False,True,1.0
2020-06-12,219,bullish,CHoCH,True,10.0,CAPLIPOINT,False,False,True,True,3.0
2020-11-06,240,bearish,CHoCH,True,20.0,CAPLIPOINT,True,True,True,True,1.0
2021-04-23,264,bullish,CHoCH,True,10.0,CAPLIPOINT,False,True,False,True,2.0
2022-02-25,308,bearish,CHoCH,False,,CAPLIPOINT,False,False,True,True,3.0
2022-08-05,331,bullish,CHoCH,False,,CAPLIPOINT,False,True,True,True,2.0
2023-01-20,355,bearish,CHoCH,True,9.0,CAPLIPOINT,False,True,False,True,2.0
2023-06-09,375,bullish,CHoCH,False,,CAPLIPOINT,False,False,False,False,
2026-01-02,509,bearish,CHoCH,False,,CAPLIPOINT,False,False,False,False,
2016-07-29,17,bullish,CHoCH,True,21.0,CGCL,False,False,False,False,
2017-02-10,45,bearish,CHoCH,True,10.0,CGCL,False,True,True,True,2.0
2017-07-14,67,bullish,CHoCH,True,21.0,CGCL,False,False,True,True,3.0
2018-02-23,99,bearish,CHoCH,False,,CGCL,False,False,False,False,
2018-08-31,126,bullish,CHoCH,False,,CGCL,False,False,True,True,3.0
2019-07-12,171,bearish,CHoCH,True,20.0,CGCL,True,True,False,True,1.0
2019-09-27,182,bullish,CHoCH,False,,CGCL,False,False,False,False,
2020-04-03,209,bearish,CHoCH,False,,CGCL,False,False,False,False,
2020-07-31,226,bullish,CHoCH,True,20.0,CGCL,False,False,False,False,
2023-03-03,361,bearish,CHoCH,False,,CGCL,False,False,False,False,
2023-06-30,378,bullish,CHoCH,False,,CGCL,False,False,False,False,
2024-10-11,445,bearish,CHoCH,False,,CGCL,False,False,True,True,3.0
2025-08-22,490,bullish,CHoCH,False,,CGCL,False,False,False,False,
2025-12-19,507,bearish,CHoCH,False,,CGCL,False,True,True,True,2.0
2016-11-18,33,bearish,CHoCH,True,20.0,CARBORUNIV,False,True,True,True,2.0
2017-03-24,51,bullish,CHoCH,False,,CARBORUNIV,False,False,False,False,
2017-09-29,78,bearish,CHoCH,True,20.0,CARBORUNIV,True,True,False,True,1.0
2017-11-03,83,bullish,CHoCH,False,,CARBORUNIV,False,False,False,False,
2018-06-15,115,bearish,CHoCH,False,,CARBORUNIV,False,False,False,False,
2019-03-01,152,bullish,CHoCH,True,21.0,CARBORUNIV,False,False,True,True,3.0
2019-07-19,172,bearish,CHoCH,True,21.0,CARBORUNIV,False,False,False,False,
2020-11-13,241,bullish,CHoCH,False,,CARBORUNIV,False,False,False,False,
2022-03-04,309,bearish,CHoCH,True,21.0,CARBORUNIV,False,False,False,False,
2022-08-05,331,bullish,CHoCH,False,,CARBORUNIV,False,False,True,True,3.0
2022-11-18,346,bearish,CHoCH,False,,CARBORUNIV,True,False,False,True,1.0
2023-01-27,356,bullish,CHoCH,False,,CARBORUNIV,False,False,False,False,
2023-08-11,384,bearish,CHoCH,True,9.0,CARBORUNIV,False,False,False,False,
2024-03-22,416,bullish,CHoCH,True,21.0,CARBORUNIV,False,False,False,False,
2024-12-20,455,bearish,CHoCH,False,,CARBORUNIV,False,False,False,False,
2026-04-17,524,bullish,CHoCH,False,,CARBORUNIV,,,,False,
2016-07-29,17,bullish,CHoCH,False,,CASTROLIND,False,True,True,True,2.0
2017-07-07,66,bearish,CHoCH,False,,CASTROLIND,True,True,True,True,1.0
2019-01-18,146,bullish,CHoCH,True,10.0,CASTROLIND,False,False,False,False,
2019-05-17,163,bearish,CHoCH,False,,CASTROLIND,False,False,True,True,3.0
2020-12-04,244,bullish,CHoCH,False,,CASTROLIND,False,False,True,True,3.0
2021-03-19,259,bearish,CHoCH,True,9.0,CASTROLIND,False,True,True,True,2.0
2021-06-04,270,bullish,CHoCH,False,,CASTROLIND,False,False,False,False,
2021-12-03,296,bearish,CHoCH,False,,CASTROLIND,False,False,False,False,
2022-07-15,328,bullish,CHoCH,True,20.0,CASTROLIND,False,True,False,True,2.0
2023-03-17,363,bearish,CHoCH,False,,CASTROLIND,False,False,True,True,3.0
2023-07-07,379,bullish,CHoCH,False,,CASTROLIND,False,False,False,False,
2025-01-17,459,bearish,CHoCH,False,,CASTROLIND,False,False,False,False,
2025-03-07,466,bullish,CHoCH,False,,CASTROLIND,False,False,False,False,
2025-12-12,506,bearish,CHoCH,True,10.0,CASTROLIND,False,True,False,True,2.0
