symbol_nse,company_name,industry,isin,source_csv
NSE:360ONE-EQ,360 ONE WAM Ltd.,Financial Services,INE466L01038,nifty500.csv
NSE:3MINDIA-EQ,3M India Ltd.,Diversified,INE470A01017,nifty500.csv
NSE:AADHARHFC-EQ,Aadhar Housing Finance Ltd.,Financial Services,INE883F01010,nifty500.csv
NSE:AARTIDRUGS-EQ,Aarti Drugs Ltd.,Healthcare,INE767A01016,nifty_total_market.csv
NSE:AARTIIND-EQ,Aarti Industries Ltd.,Chemicals,INE769A01020,nifty500.csv
NSE:AARTIPHARM-EQ,Aarti Pharmalabs Ltd.,Healthcare,INE0LRU01027,nifty_total_market.csv
NSE:AAVAS-EQ,Aavas Financiers Ltd.,Financial Services,INE216P01012,nifty500.csv
NSE:ABB-EQ,ABB India Ltd.,Capital Goods,INE117A01022,nifty500.csv
NSE:ABBOTINDIA-EQ,Abbott India Ltd.,Healthcare,INE358A01014,nifty500.csv
NSE:ABCAPITAL-EQ,Aditya Birla Capital Ltd.,Financial Services,INE674K01013,nifty500.csv
NSE:ABDL-EQ,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,INE552Z01027,nifty_total_market.csv
NSE:ABFRL-EQ,Aditya Birla Fashion and Retail Ltd.,Consumer Services,INE647O01011,nifty500.csv
NSE:ABLBL-EQ,Aditya Birla Lifestyle Brands Ltd.,Consumer Services,INE14LE01019,nifty500.csv
NSE:ABREL-EQ,Aditya Birla Real Estate Ltd.,Forest Materials,INE055A01016,nifty500.csv
NSE:ABSLAMC-EQ,Aditya Birla Sun Life AMC Ltd.,Financial Services,INE404A01024,nifty500.csv
NSE:ACC-EQ,ACC Ltd.,Construction Materials,INE012A01025,nifty500.csv
NSE:ACE-EQ,Action Construction Equipment Ltd.,Capital Goods,INE731H01025,nifty500.csv
NSE:ACI-EQ,Archean Chemical Industries Ltd.,Chemicals,INE128X01021,nifty_total_market.csv
NSE:ACMESOLAR-EQ,ACME Solar Holdings Ltd.,Power,INE622W01025,nifty500.csv
NSE:ACUTAAS-EQ,Acutaas Chemicals Ltd.,Healthcare,INE00FF01025,nifty_total_market.csv
NSE:ADANIENSOL-EQ,Adani Energy Solutions Ltd.,Power,INE931S01010,nifty500.csv
NSE:ADANIENT-EQ,Adani Enterprises Ltd.,Metals & Mining,INE423A01024,nifty500.csv
NSE:ADANIGREEN-EQ,Adani Green Energy Ltd.,Power,INE364U01010,nifty500.csv
NSE:ADANIPORTS-EQ,Adani Ports and Special Economic Zone Ltd.,Services,INE742F01042,nifty500.csv
NSE:ADANIPOWER-EQ,Adani Power Ltd.,Power,INE814H01029,nifty500.csv
NSE:ADVENZYMES-EQ,Advanced Enzyme Tech Ltd.,Healthcare,INE837H01020,nifty_total_market.csv
NSE:AEGISLOG-EQ,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,INE208C01025,nifty500.csv
NSE:AEGISVOPAK-EQ,Aegis Vopak Terminals Ltd.,Oil Gas & Consumable Fuels,INE0INX01018,nifty500.csv
NSE:AEQUS-EQ,Aequs Ltd.,Capital Goods,INE947N01017,nifty_total_market.csv
NSE:AETHER-EQ,Aether Industries Ltd.,Chemicals,INE0BWX01014,nifty_total_market.csv
NSE:AFCONS-EQ,Afcons Infrastructure Ltd.,Construction,INE101I01011,nifty500.csv
NSE:AFFLE-EQ,Affle 3i Ltd.,Information Technology,INE00WC01027,nifty500.csv
NSE:AGARWALEYE-EQ,Dr. Agarwal's Health Care Ltd.,Healthcare,INE943P01029,nifty500.csv
NSE:AHLUCONT-EQ,Ahluwalia Contracts (India) Ltd.,Construction,INE758C01029,nifty_total_market.csv
NSE:AIAENG-EQ,AIA Engineering Ltd.,Capital Goods,INE212H01026,nifty500.csv
NSE:AIIL-EQ,Authum Investment & Infrastructure Ltd.,Financial Services,INE206F01022,nifty500.csv
NSE:AJANTPHARM-EQ,Ajanta Pharmaceuticals Ltd.,Healthcare,INE031B01049,nifty500.csv
NSE:AKUMS-EQ,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,INE09XN01023,nifty500.csv
NSE:AKZOINDIA-EQ,Akzo Nobel India Ltd.,Consumer Durables,INE133A01011,nifty500.csv
NSE:ALIVUS-EQ,Alivus Life Sciences Ltd.,Healthcare,INE03Q201024,nifty_total_market.csv
NSE:ALKEM-EQ,Alkem Laboratories Ltd.,Healthcare,INE540L01014,nifty500.csv
NSE:ALKYLAMINE-EQ,Alkyl Amines Chemicals Ltd.,Chemicals,INE150B01039,nifty500.csv
NSE:ALOKINDS-EQ,Alok Industries Ltd.,Textiles,INE270A01029,nifty500.csv
NSE:AMBER-EQ,Amber Enterprises India Ltd.,Consumer Durables,INE371P01015,nifty500.csv
NSE:AMBUJACEM-EQ,Ambuja Cements Ltd.,Construction Materials,INE079A01024,nifty500.csv
NSE:ANANDRATHI-EQ,Anand Rathi Wealth Ltd.,Financial Services,INE463V01026,nifty500.csv
NSE:ANANTRAJ-EQ,Anant Raj Ltd.,Realty,INE242C01024,nifty500.csv
NSE:ANGELONE-EQ,Angel One Ltd.,Financial Services,INE732I01021,nifty500.csv
NSE:ANTHEM-EQ,Anthem Biosciences Ltd.,Healthcare,INE0CZ201020,nifty_total_market.csv
NSE:ANUP-EQ,The Anup Engineering Ltd.,Capital Goods,INE294Z01018,nifty_total_market.csv
NSE:ANURAS-EQ,Anupam Rasayan India Ltd.,Chemicals,INE930P01018,nifty_total_market.csv
NSE:APARINDS-EQ,Apar Industries Ltd.,Capital Goods,INE372A01015,nifty500.csv
NSE:APLAPOLLO-EQ,APL Apollo Tubes Ltd.,Capital Goods,INE702C01027,nifty500.csv
NSE:APLLTD-EQ,Alembic Pharmaceuticals Ltd.,Healthcare,INE901L01018,nifty500.csv
NSE:APOLLO-EQ,Apollo Micro Systems Ltd.,Capital Goods,INE713T01028,nifty_total_market.csv
NSE:APOLLOHOSP-EQ,Apollo Hospitals Enterprise Ltd.,Healthcare,INE437A01024,nifty500.csv
NSE:APOLLOTYRE-EQ,Apollo Tyres Ltd.,Automobile and Auto Components,INE438A01022,nifty500.csv
NSE:APTUS-EQ,Aptus Value Housing Finance India Ltd.,Financial Services,INE852O01025,nifty500.csv
NSE:ARE&M-EQ,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,INE885A01032,nifty500.csv
NSE:ARVIND-EQ,Arvind Ltd.,Textiles,INE034A01011,nifty_total_market.csv
NSE:ARVINDFASN-EQ,Arvind Fashions Ltd.,Consumer Services,INE955V01021,nifty_total_market.csv
NSE:ASAHIINDIA-EQ,Asahi India Glass Ltd.,Automobile and Auto Components,INE439A01020,nifty500.csv
NSE:ASHAPURMIN-EQ,Ashapura Minechem Ltd.,Metals & Mining,INE348A01023,nifty_total_market.csv
NSE:ASHOKA-EQ,Ashoka Buildcon Ltd.,Construction,INE442H01029,nifty_total_market.csv
NSE:ASHOKLEY-EQ,Ashok Leyland Ltd.,Capital Goods,INE208A01029,nifty500.csv
NSE:ASIANPAINT-EQ,Asian Paints Ltd.,Consumer Durables,INE021A01026,nifty500.csv
NSE:ASKAUTOLTD-EQ,ASK Automotive Ltd.,Automobile and Auto Components,INE491J01022,nifty_total_market.csv
NSE:ASTERDM-EQ,Aster DM Healthcare Ltd.,Healthcare,INE914M01019,nifty500.csv
NSE:ASTRAL-EQ,Astral Ltd.,Capital Goods,INE006I01046,nifty500.csv
NSE:ASTRAMICRO-EQ,Astra Microwave Products Ltd.,Capital Goods,INE386C01029,nifty_total_market.csv
NSE:ASTRAZEN-EQ,AstraZenca Pharma India Ltd.,Healthcare,INE203A01020,nifty500.csv
NSE:ATGL-EQ,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,INE399L01023,nifty500.csv
NSE:ATHERENERG-EQ,Ather Energy Ltd.,Automobile and Auto Components,INE0LEZ01016,nifty500.csv
NSE:ATLANTAELE-EQ,Atlanta Electricals Ltd.,Capital Goods,INE0Z4F01028,nifty_total_market.csv
NSE:ATUL-EQ,Atul Ltd.,Chemicals,INE100A01010,nifty500.csv
NSE:AUBANK-EQ,AU Small Finance Bank Ltd.,Financial Services,INE949L01017,nifty500.csv
NSE:AURIONPRO-EQ,Aurionpro Solution Ltd.,Information Technology,INE132H01018,nifty_total_market.csv
NSE:AUROPHARMA-EQ,Aurobindo Pharma Ltd.,Healthcare,INE406A01037,nifty500.csv
NSE:AVALON-EQ,Avalon Technologies Ltd.,Capital Goods,INE0LCL01028,nifty_total_market.csv
NSE:AVANTIFEED-EQ,Avanti Feeds Ltd.,Fast Moving Consumer Goods,INE871C01038,nifty_total_market.csv
NSE:AVL-EQ,Aditya Vision Ltd.,Consumer Services,INE679V01027,nifty_total_market.csv
NSE:AWFIS-EQ,Awfis Space Solutions Ltd.,Services,INE108V01019,nifty_total_market.csv
NSE:AWL-EQ,AWL Agri Business Ltd.,Fast Moving Consumer Goods,INE699H01024,nifty500.csv
NSE:AXISBANK-EQ,Axis Bank Ltd.,Financial Services,INE238A01034,nifty500.csv
NSE:AXISCADES-EQ,AXISCADES Technologies Ltd.,Capital Goods,INE555B01013,nifty_total_market.csv
NSE:AZAD-EQ,Azad Engineering Ltd.,Capital Goods,INE02IJ01035,nifty_total_market.csv
NSE:BAJAJ-AUTO-EQ,Bajaj Auto Ltd.,Automobile and Auto Components,INE917I01010,nifty_total_market.csv
NSE:BAJAJELEC-EQ,Bajaj Electricals Ltd,Consumer Durables,INE193E01025,nifty_total_market.csv
NSE:BAJAJFINSV-EQ,Bajaj Finserv Ltd.,Financial Services,INE918I01026,nifty500.csv
NSE:BAJAJHFL-EQ,Bajaj Housing Finance Ltd.,Financial Services,INE377Y01014,nifty500.csv
NSE:BAJAJHLDNG-EQ,Bajaj Holdings & Investment Ltd.,Financial Services,INE118A01012,nifty500.csv
NSE:BAJFINANCE-EQ,Bajaj Finance Ltd.,Financial Services,INE296A01032,nifty500.csv
NSE:BALAMINES-EQ,Balaji Amines Ltd.,Chemicals,INE050E01027,nifty_total_market.csv
NSE:BALKRISIND-EQ,Balkrishna Industries Ltd.,Automobile and Auto Components,INE787D01026,nifty500.csv
NSE:BALRAMCHIN-EQ,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,INE119A01028,nifty500.csv
NSE:BALUFORGE-EQ,Balu Forge Industries Ltd.,Capital Goods,INE011E01029,nifty_total_market.csv
NSE:BANCOINDIA-EQ,Banco Products (India) Ltd.,Automobile and Auto Components,INE213C01025,nifty_total_market.csv
NSE:BANDHANBNK-EQ,Bandhan Bank Ltd.,Financial Services,INE545U01014,nifty500.csv
NSE:BANKBARODA-EQ,Bank of Baroda,Financial Services,INE028A01039,nifty500.csv
NSE:BANKINDIA-EQ,Bank of India,Financial Services,INE084A01016,nifty500.csv
NSE:BASF-EQ,BASF India Ltd.,Chemicals,INE373A01013,nifty500.csv
NSE:BATAINDIA-EQ,Bata India Ltd.,Consumer Durables,INE176A01028,nifty500.csv
NSE:BAYERCROP-EQ,Bayer Cropscience Ltd.,Chemicals,INE462A01022,nifty500.csv
NSE:BBOX-EQ,Black Box Ltd.,Information Technology,INE676A01027,nifty_total_market.csv
NSE:BBTC-EQ,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,INE050A01025,nifty500.csv
NSE:BDL-EQ,Bharat Dynamics Ltd.,Capital Goods,INE171Z01026,nifty500.csv
NSE:BECTORFOOD-EQ,Mrs. Bectors Food Specialities Ltd.,Fast Moving Consumer Goods,INE495P01020,nifty_total_market.csv
NSE:BEL-EQ,Bharat Electronics Ltd.,Capital Goods,INE263A01024,nifty500.csv
NSE:BELRISE-EQ,Belrise Industries Ltd.,Automobile and Auto Components,INE894V01022,nifty_total_market.csv
NSE:BEML-EQ,BEML Ltd.,Capital Goods,INE258A01024,nifty500.csv
NSE:BERGEPAINT-EQ,Berger Paints India Ltd.,Consumer Durables,INE463A01038,nifty500.csv
NSE:BHARATFORG-EQ,Bharat Forge Ltd.,Automobile and Auto Components,INE465A01025,nifty500.csv
NSE:BHARTIARTL-EQ,Bharti Airtel Ltd.,Telecommunication,INE397D01024,nifty500.csv
NSE:BHARTIHEXA-EQ,Bharti Hexacom Ltd.,Telecommunication,INE343G01021,nifty500.csv
NSE:BHEL-EQ,Bharat Heavy Electricals Ltd.,Capital Goods,INE257A01026,nifty500.csv
NSE:BIKAJI-EQ,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,INE00E101023,nifty500.csv
NSE:BIOCON-EQ,Biocon Ltd.,Healthcare,INE376G01013,nifty500.csv
NSE:BIRLACORPN-EQ,Birla Corporation Ltd.,Construction Materials,INE340A01012,nifty_total_market.csv
NSE:BLACKBUCK-EQ,Blackbuck Ltd.,Services,INE0UIZ01018,nifty_total_market.csv
NSE:BLS-EQ,BLS International Services Ltd.,Consumer Services,INE153T01027,nifty500.csv
NSE:BLUEDART-EQ,Blue Dart Express Ltd.,Services,INE233B01017,nifty500.csv
NSE:BLUEJET-EQ,Blue Jet Healthcare Ltd.,Healthcare,INE0KBH01020,nifty500.csv
NSE:BLUESTARCO-EQ,Blue Star Ltd.,Consumer Durables,INE472A01039,nifty500.csv
NSE:BLUESTONE-EQ,BlueStone Jewellery and Lifestyle Ltd.,Consumer Durables,INE304W01038,nifty_total_market.csv
NSE:BORORENEW-EQ,Borosil Renewables Ltd.,Capital Goods,INE666D01022,nifty_total_market.csv
NSE:BOSCHLTD-EQ,Bosch Ltd.,Automobile and Auto Components,INE323A01026,nifty500.csv
NSE:BPCL-EQ,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,INE029A01011,nifty500.csv
NSE:BRIGADE-EQ,Brigade Enterprises Ltd.,Realty,INE791I01019,nifty500.csv
NSE:BRITANNIA-EQ,Britannia Industries Ltd.,Fast Moving Consumer Goods,INE216A01030,nifty500.csv
NSE:BSE-EQ,BSE Ltd.,Financial Services,INE118H01025,nifty500.csv
NSE:BSOFT-EQ,Birlasoft Ltd.,Information Technology,INE836A01035,nifty500.csv
NSE:CAMPUS-EQ,Campus Activewear Ltd.,Consumer Durables,INE278Y01022,nifty500.csv
NSE:CAMS-EQ,Computer Age Management Services Ltd.,Financial Services,INE596I01020,nifty500.csv
NSE:CANBK-EQ,Canara Bank,Financial Services,INE476A01022,nifty500.csv
NSE:CANFINHOME-EQ,Can Fin Homes Ltd.,Financial Services,INE477A01020,nifty500.csv
NSE:CANHLIFE-EQ,Canara HSBC Life Insurance Company Ltd.,Financial Services,INE01TY01017,nifty_total_market.csv
NSE:CAPILLARY-EQ,Capillary Technologies India Ltd.,Information Technology,INE0ILV01024,nifty_total_market.csv
NSE:CAPLIPOINT-EQ,Caplin Point Laboratories Ltd.,Healthcare,INE475E01026,nifty500.csv
NSE:CARBORUNIV-EQ,Carborundum Universal Ltd.,Capital Goods,INE120A01034,nifty500.csv
NSE:CARTRADE-EQ,Cartrade Tech Ltd.,Consumer Services,INE290S01011,nifty_total_market.csv
NSE:CASTROLIND-EQ,Castrol India Ltd.,Oil Gas & Consumable Fuels,INE172A01027,nifty500.csv
NSE:CCAVENUE-EQ,AvenuesAI Ltd.,Financial Services,INE483S01020,nifty_total_market.csv
NSE:CCL-EQ,CCL Products (I) Ltd.,Fast Moving Consumer Goods,INE421D01022,nifty500.csv
NSE:CDSL-EQ,Central Depository Services (India) Ltd.,Financial Services,INE736A01011,nifty500.csv
NSE:CEATLTD-EQ,Ceat Ltd.,Automobile and Auto Components,INE482A01020,nifty500.csv
NSE:CELLO-EQ,Cello World Ltd.,Consumer Durables,INE0LMW01024,nifty_total_market.csv
NSE:CEMPRO-EQ,Cemindia Projects Ltd.,Construction,INE686A01026,nifty_total_market.csv
NSE:CENTRALBK-EQ,Central Bank of India,Financial Services,INE483A01010,nifty500.csv
NSE:CENTURYPLY-EQ,Century Plyboards (India) Ltd.,Consumer Durables,INE348B01021,nifty500.csv
NSE:CERA-EQ,Cera Sanitaryware Ltd,Consumer Durables,INE739E01017,nifty500.csv
NSE:CESC-EQ,CESC Ltd.,Power,INE486A01021,nifty500.csv
NSE:CGCL-EQ,Capri Global Capital Ltd.,Financial Services,INE180C01042,nifty500.csv
NSE:CGPOWER-EQ,CG Power and Industrial Solutions Ltd.,Capital Goods,INE067A01029,nifty500.csv
NSE:CHALET-EQ,Chalet Hotels Ltd.,Consumer Services,INE427F01016,nifty500.csv
NSE:CHAMBLFERT-EQ,Chambal Fertilizers & Chemicals Ltd.,Chemicals,INE085A01013,nifty500.csv
NSE:CHENNPETRO-EQ,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,INE178A01016,nifty500.csv
NSE:CHOICEIN-EQ,Choice International Ltd.,Financial Services,INE102B01014,nifty500.csv
NSE:CHOLAFIN-EQ,Cholamandalam Investment and Finance Company Ltd.,Financial Services,INE121A01024,nifty500.csv
NSE:CHOLAHLDNG-EQ,Cholamandalam Financial Holdings Ltd.,Financial Services,INE149A01033,nifty500.csv
NSE:CIEINDIA-EQ,CIE Automotive India Ltd.,Automobile and Auto Components,INE536H01010,nifty_total_market.csv
NSE:CIGNITITEC-EQ,Cigniti Technologies Ltd.,Information Technology,INE675C01017,nifty_total_market.csv
NSE:CIPLA-EQ,Cipla Ltd.,Healthcare,INE059A01026,nifty500.csv
NSE:CLEAN-EQ,Clean Science and Technology Ltd.,Chemicals,INE227W01023,nifty500.csv
NSE:CMSINFO-EQ,CMS Info Systems Ltd.,Services,INE925R01014,nifty_total_market.csv
NSE:COALINDIA-EQ,Coal India Ltd.,Oil Gas & Consumable Fuels,INE522F01014,nifty500.csv
NSE:COCHINSHIP-EQ,Cochin Shipyard Ltd.,Capital Goods,INE704P01025,nifty500.csv
NSE:COFORGE-EQ,Coforge Ltd.,Information Technology,INE591G01025,nifty500.csv
NSE:COHANCE-EQ,Cohance Lifesciences Ltd.,Healthcare,INE03QK01018,nifty500.csv
NSE:COLPAL-EQ,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,INE259A01022,nifty500.csv
NSE:CONCOR-EQ,Container Corporation of India Ltd.,Services,INE111A01025,nifty500.csv
NSE:CONCORDBIO-EQ,Concord Biotech Ltd.,Healthcare,INE338H01029,nifty500.csv
NSE:COROMANDEL-EQ,Coromandel International Ltd.,Chemicals,INE169A01031,nifty500.csv
NSE:CORONA-EQ,CORONA Remedies Ltd.,Healthcare,INE02ZQ01018,nifty_total_market.csv
NSE:CPPLUS-EQ,Aditya Infotech Ltd.,Capital Goods,INE819V01029,nifty_total_market.csv
NSE:CRAFTSMAN-EQ,Craftsman Automation Ltd.,Automobile and Auto Components,INE00LO01017,nifty500.csv
NSE:CRAMC-EQ,Canara Robeco Asset Management Company Ltd.,Financial Services,INE218I01013,nifty_total_market.csv
NSE:CREDITACC-EQ,CreditAccess Grameen Ltd.,Financial Services,INE741K01010,nifty500.csv
NSE:CRISIL-EQ,CRISIL Ltd.,Financial Services,INE007A01025,nifty500.csv
NSE:CRIZAC-EQ,Crizac Ltd.,Consumer Services,INE0S4R01014,nifty_total_market.csv
NSE:CROMPTON-EQ,Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,INE299U01018,nifty500.csv
NSE:CSBBANK-EQ,CSB Bank Ltd.,Financial Services,INE679A01013,nifty_total_market.csv
NSE:CUB-EQ,City Union Bank Ltd.,Financial Services,INE491A01021,nifty500.csv
NSE:CUMMINSIND-EQ,Cummins India Ltd.,Capital Goods,INE298A01020,nifty500.csv
NSE:CUPID-EQ,Cupid Ltd.,Fast Moving Consumer Goods,INE509F01029,nifty_total_market.csv
NSE:CYIENT-EQ,Cyient Ltd.,Information Technology,INE136B01020,nifty500.csv
NSE:DABUR-EQ,Dabur India Ltd.,Fast Moving Consumer Goods,INE016A01026,nifty500.csv
NSE:DALBHARAT-EQ,Dalmia Bharat Ltd.,Construction Materials,INE00R701025,nifty500.csv
NSE:DATAMATICS-EQ,Datamatics Global Services Ltd.,Information Technology,INE365B01017,nifty_total_market.csv
NSE:DATAPATTNS-EQ,Data Patterns (India) Ltd.,Capital Goods,INE0IX101010,nifty500.csv
NSE:DBL-EQ,Dilip Buildcon Ltd.,Construction,INE917M01012,nifty_total_market.csv
NSE:DBREALTY-EQ,Valor Estate Ltd.,Consumer Services,INE879I01012,nifty500.csv
NSE:DCBBANK-EQ,DCB Bank Ltd.,Financial Services,INE503A01015,nifty_total_market.csv
NSE:DCMSHRIRAM-EQ,DCM Shriram Ltd.,Diversified,INE499A01024,nifty500.csv
NSE:DEEPAKFERT-EQ,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals,INE501A01019,nifty500.csv
NSE:DEEPAKNTR-EQ,Deepak Nitrite Ltd.,Chemicals,INE288B01029,nifty500.csv
NSE:DELHIVERY-EQ,Delhivery Ltd.,Services,INE148O01028,nifty500.csv
NSE:DEVYANI-EQ,Devyani International Ltd.,Consumer Services,INE872J01023,nifty500.csv
NSE:DIACABS-EQ,Diamond Power Infrastructure Ltd.,Capital Goods,INE989C01038,nifty_total_market.csv
NSE:DIVISLAB-EQ,Divi's Laboratories Ltd.,Healthcare,INE361B01024,nifty500.csv
NSE:DIXON-EQ,Dixon Technologies (India) Ltd.,Consumer Durables,INE935N01020,nifty500.csv
NSE:DLF-EQ,DLF Ltd.,Realty,INE271C01023,nifty500.csv
NSE:DMART-EQ,Avenue Supermarts Ltd.,Consumer Services,INE192R01011,nifty500.csv
NSE:DOMS-EQ,DOMS Industries Ltd.,Fast Moving Consumer Goods,INE321T01012,nifty500.csv
NSE:DRREDDY-EQ,Dr. Reddy's Laboratories Ltd.,Healthcare,INE089A01031,nifty500.csv
NSE:DUMMYALCAR-EQ,Dummy Allcargo Logistics Ltd.,Services,DUM418H01029,nifty_total_market.csv
NSE:DYNAMATECH-EQ,Dynamatic Technologies Ltd.,Capital Goods,INE221B01012,nifty_total_market.csv
NSE:ECLERX-EQ,eClerx Services Ltd.,Services,INE738I01010,nifty500.csv
NSE:EDELWEISS-EQ,Edelweiss Financial Services Ltd.,Financial Services,INE532F01054,nifty_total_market.csv
NSE:EICHERMOT-EQ,Eicher Motors Ltd.,Automobile and Auto Components,INE066A01021,nifty500.csv
NSE:EIDPARRY-EQ,E.I.D. Parry (India) Ltd.,Fast Moving Consumer Goods,INE126A01031,nifty500.csv
NSE:EIEL-EQ,Enviro Infra Engineers Ltd.,Utilities,INE0LLY01014,nifty_total_market.csv
NSE:EIHOTEL-EQ,EIH Ltd.,Consumer Services,INE230A01023,nifty500.csv
NSE:ELECON-EQ,Elecon Engineering Co. Ltd.,Capital Goods,INE205B01031,nifty500.csv
NSE:ELECTCAST-EQ,Electrosteel Castings Ltd.,Capital Goods,INE086A01029,nifty_total_market.csv
NSE:ELGIEQUIP-EQ,Elgi Equipments Ltd.,Capital Goods,INE285A01027,nifty500.csv
NSE:ELLEN-EQ,Ellenbarrie Industrial Gases Ltd.,Chemicals,INE236E01022,nifty_total_market.csv
NSE:EMAMILTD-EQ,Emami Ltd.,Fast Moving Consumer Goods,INE548C01032,nifty500.csv
NSE:EMBDL-BE,Embassy Developments Ltd.,Realty,INE069I01010,nifty_total_market.csv
NSE:EMCURE-EQ,Emcure Pharmaceuticals Ltd.,Healthcare,INE168P01015,nifty500.csv
NSE:EMIL-EQ,Electronics Mart India Ltd.,Consumer Services,INE02YR01019,nifty_total_market.csv
NSE:EMMVEE-EQ,Emmvee Photovoltaic Power Ltd.,Capital Goods,INE1C6T01020,nifty_total_market.csv
NSE:ENDURANCE-EQ,Endurance Technologies Ltd.,Automobile and Auto Components,INE913H01037,nifty500.csv
NSE:ENGINERSIN-EQ,Engineers India Ltd.,Construction,INE510A01028,nifty500.csv
NSE:ENRIN-EQ,Siemens Energy India Ltd.,Capital Goods,INE1NPP01017,nifty500.csv
NSE:ENTERO-EQ,Entero Healthcare Solutions Ltd.,Consumer Services,INE010601016,nifty_total_market.csv
NSE:EPL-EQ,EPL Ltd.,Capital Goods,INE255A01020,nifty_total_market.csv
NSE:EQUITASBNK-EQ,Equitas Small Finance Bank Ltd.,Financial Services,INE063P01018,nifty_total_market.csv
NSE:ERIS-EQ,Eris Lifesciences Ltd.,Healthcare,INE406M01024,nifty500.csv
NSE:ESCORTS-EQ,Escorts Kubota Ltd.,Capital Goods,INE042A01014,nifty500.csv
NSE:ETERNAL-EQ,Eternal Ltd.,Consumer Services,INE758T01015,nifty500.csv
NSE:ETHOSLTD-EQ,Ethos Ltd.,Consumer Durables,INE04TZ01018,nifty_total_market.csv
NSE:EUREKAFORB-EQ,Eureka Forbes Ltd.,Consumer Durables,INE0KCE01017,nifty_total_market.csv
NSE:EXIDEIND-EQ,Exide Industries Ltd.,Automobile and Auto Components,INE302A01020,nifty500.csv
NSE:FACT-EQ,Fertilisers and Chemicals Travancore Ltd.,Chemicals,INE188A01015,nifty500.csv
NSE:FEDERALBNK-EQ,Federal Bank Ltd.,Financial Services,INE171A01029,nifty500.csv
NSE:FEDFINA-EQ,Fedbank Financial Services Ltd.,Financial Services,INE007N01010,nifty_total_market.csv
NSE:FIEMIND-EQ,Fiem Industries Ltd,Automobile and Auto Components,INE737H01014,nifty_total_market.csv
NSE:FINCABLES-EQ,Finolex Cables Ltd.,Capital Goods,INE235A01022,nifty500.csv
NSE:FINPIPE-EQ,Finolex Industries Ltd.,Capital Goods,INE183A01024,nifty500.csv
NSE:FIRSTCRY-EQ,Brainbees Solutions Ltd.,Consumer Services,INE02RE01045,nifty500.csv
NSE:FIVESTAR-EQ,Five-Star Business Finance Ltd.,Financial Services,INE128S01021,nifty500.csv
NSE:FLUOROCHEM-EQ,Gujarat Fluorochemicals Ltd.,Chemicals,INE09N301011,nifty500.csv
NSE:FORCEMOT-EQ,Force Motors Ltd.,Automobile and Auto Components,INE451A01017,nifty500.csv
NSE:FORTIS-EQ,Fortis Healthcare Ltd.,Healthcare,INE061F01013,nifty500.csv
NSE:FSL-EQ,Firstsource Solutions Ltd.,Services,INE684F01012,nifty500.csv
NSE:GABRIEL-EQ,Gabriel India Ltd.,Automobile and Auto Components,INE524A01029,nifty_total_market.csv
NSE:GAEL-EQ,Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,INE036B01030,nifty_total_market.csv
NSE:GAIL-EQ,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,INE129A01019,nifty500.csv
NSE:GALLANTT-EQ,Gallantt Ispat Ltd.,Capital Goods,INE297H01019,nifty_total_market.csv
NSE:GESHIP-EQ,Great Eastern Shipping Co. Ltd.,Services,INE017A01032,nifty500.csv
NSE:GHCL-EQ,GHCL Ltd.,Chemicals,INE539A01019,nifty_total_market.csv
NSE:GICRE-EQ,General Insurance Corporation of India,Financial Services,INE481Y01014,nifty500.csv
NSE:GILLETTE-EQ,Gillette India Ltd.,Fast Moving Consumer Goods,INE322A01010,nifty500.csv
NSE:GLAND-EQ,Gland Pharma Ltd.,Healthcare,INE068V01023,nifty500.csv
NSE:GLAXO-EQ,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,INE159A01016,nifty500.csv
NSE:GLENMARK-EQ,Glenmark Pharmaceuticals Ltd.,Healthcare,INE935A01035,nifty500.csv
NSE:GMDCLTD-EQ,Gujarat Mineral Development Corporation Ltd.,Metals & Mining,INE131A01031,nifty500.csv
NSE:GMMPFAUDLR-EQ,GMM Pfaudler Ltd.,Capital Goods,INE541A01023,nifty_total_market.csv
NSE:GMRAIRPORT-EQ,GMR Airports Ltd.,Services,INE776C01039,nifty500.csv
NSE:GMRP&UI-EQ,GMR Power and Urban Infra Ltd.,Power,INE0CU601026,nifty_total_market.csv
NSE:GNFC-EQ,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,INE113A01013,nifty_total_market.csv
