symbol,screener_slug,q_eps_latest,q_eps_yoy_base,q_eps_yoy_pct,a_eps_latest,a_eps_prev,a_eps_yoy_pct,fetch_status,error
SAGILITY,SAGILITY,,,,,,,error,http_429
SAIL,SAIL,1.0700,0.3000,256.6667,6.6100,5.2000,27.1154,ok,
SAILIFE,SAILIFE,,,,,,,error,http_429
SAMHI,SAMHI,0.0800,0.0100,700.0000,7.2600,0.9100,697.8022,ok,
SAMMAANCAP,SAMMAANCAP,,,,,,,error,http_429
SANDUMA,SANDUMA,2.2200,2.6100,-14.9425,10.0100,9.1400,9.5186,ok,
SANSERA,SANSERA,,,,,,,error,http_429
SAPPHIRE,SAPPHIRE,-0.3400,0.1100,-409.0909,-1.1000,-0.2000,-450.0000,ok,
SARDAEN,SARDAEN,,,,,,,error,http_429
SAREGAMA,SAREGAMA,,,,,,,error,http_429
SBFC,SBFC,1.0800,0.8100,33.3333,3.8800,3.1800,22.0126,ok,
SBICARD,SBICARD,,,,,,,error,http_429
SBILIFE,SBILIFE,5.7500,5.5000,4.5455,24.7300,24.0800,2.6993,ok,
SBIN,SBIN,,,,,,,error,http_429
SCHAEFFLER,SCHAEFFLER,20.9800,15.9500,31.5361,76.5300,62.5500,22.3501,ok,
SCHNEIDER,SCHNEIDER,4.0600,4.6200,-12.1212,10.2500,11.2000,-8.4821,ok,
SCI,SCI,,,,,,,error,http_429
SENCO,SENCO,16.2800,2.0300,701.9704,29.6200,10.1000,193.2673,ok,
SFL,SFL,,,,,,,error,http_429
SHAILY,SHAILY,7.7600,3.9500,96.4557,30.9500,15.4300,100.5833,ok,
SHAKTIPUMP,SHAKTIPUMP,,,,,,,error,http_429
SHARDACROP,SHARDACROP,18.5300,7.6300,142.8571,56.2900,30.3400,85.5307,ok,
SHAREINDIA,SHAREINDIA,,,,,,,error,http_429
