screener_sector,nifty_industry,symbol_nse,company_name,industry,in_nse_eq
Insurance,Financial Services,NSE:HDFCAMC-EQ,HDFC Asset Management Company Ltd.,Financial Services,true
Insurance,Financial Services,NSE:HDFCBANK-EQ,HDFC Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:HDFCLIFE-EQ,HDFC Life Insurance Company Ltd.,Financial Services,true
Insurance,Financial Services,NSE:HOMEFIRST-EQ,Home First Finance Company India Ltd.,Financial Services,true
Insurance,Financial Services,NSE:HUDCO-EQ,Housing & Urban Development Corporation Ltd.,Financial Services,true
Insurance,Financial Services,NSE:ICICIAMC-EQ,ICICI Prudential Asset Management Company Ltd.,Financial Services,true
Insurance,Financial Services,NSE:ICICIBANK-EQ,ICICI Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:ICICIGI-EQ,ICICI Lombard General Insurance Company Ltd.,Financial Services,true
Insurance,Financial Services,NSE:ICICIPRULI-EQ,ICICI Prudential Life Insurance Company Ltd.,Financial Services,true
Insurance,Financial Services,NSE:IDBI-EQ,IDBI Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:IDFCFIRSTB-EQ,IDFC First Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:IEX-EQ,Indian Energy Exchange Ltd.,Financial Services,true
Insurance,Financial Services,NSE:IFCI-EQ,IFCI Ltd.,Financial Services,true
Insurance,Financial Services,NSE:IIFL-EQ,IIFL Finance Ltd.,Financial Services,true
Insurance,Financial Services,NSE:IIFLCAPS-EQ,IIFL Capital Services Ltd.,Financial Services,true
Insurance,Financial Services,NSE:INDIANB-EQ,Indian Bank,Financial Services,true
Insurance,Financial Services,NSE:INDIASHLTR-EQ,India Shelter Finance Corporation Ltd.,Financial Services,true
Insurance,Financial Services,NSE:INDUSINDBK-EQ,IndusInd Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:IOB-EQ,Indian Overseas Bank,Financial Services,true
Insurance,Financial Services,NSE:IREDA-EQ,Indian Renewable Energy Development Agency Ltd.,Financial Services,true
Insurance,Financial Services,NSE:IRFC-EQ,Indian Railway Finance Corporation Ltd.,Financial Services,true
Insurance,Financial Services,NSE:J&KBANK-EQ,Jammu & Kashmir Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:JIOFIN-EQ,Jio Financial Services Ltd.,Financial Services,true
Insurance,Financial Services,NSE:JMFINANCIL-EQ,JM Financial Ltd.,Financial Services,true
Insurance,Financial Services,NSE:JSFB-EQ,Jana Small Finance Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:KARURVYSYA-EQ,Karur Vysya Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:KFINTECH-EQ,Kfin Technologies Ltd.,Financial Services,true
Insurance,Financial Services,NSE:KOTAKBANK-EQ,Kotak Mahindra Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:KTKBANK-EQ,Karnataka Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:LICHSGFIN-EQ,LIC Housing Finance Ltd.,Financial Services,true
Insurance,Financial Services,NSE:LICI-EQ,Life Insurance Corporation of India,Financial Services,true
Insurance,Financial Services,NSE:LTF-EQ,L&T Finance Ltd.,Financial Services,true
Insurance,Financial Services,NSE:M&MFIN-EQ,Mahindra & Mahindra Financial Services Ltd.,Financial Services,true
Insurance,Financial Services,NSE:MAHABANK-EQ,Bank of Maharashtra,Financial Services,true
Insurance,Financial Services,NSE:MAHSCOOTER-EQ,Maharashtra Scooters Ltd.,Financial Services,true
Insurance,Financial Services,NSE:MANAPPURAM-EQ,Manappuram Finance Ltd.,Financial Services,true
Insurance,Financial Services,NSE:MCX-EQ,Multi Commodity Exchange of India Ltd.,Financial Services,true
Insurance,Financial Services,NSE:MFSL-EQ,Max Financial Services Ltd.,Financial Services,true
Insurance,Financial Services,NSE:MOTILALOFS-EQ,Motilal Oswal Financial Services Ltd.,Financial Services,true
Insurance,Financial Services,NSE:MUTHOOTFIN-EQ,Muthoot Finance Ltd.,Financial Services,true
Insurance,Financial Services,NSE:NAM-INDIA-EQ,Nippon Life India Asset Management Ltd.,Financial Services,true
Insurance,Financial Services,NSE:NIACL-EQ,The New India Assurance Company Ltd.,Financial Services,true
Insurance,Financial Services,NSE:NIVABUPA-EQ,Niva Bupa Health Insurance Company Ltd.,Financial Services,true
Insurance,Financial Services,NSE:NUVAMA-EQ,Nuvama Wealth Management Ltd.,Financial Services,true
Insurance,Financial Services,NSE:PAYTM-EQ,One 97 Communications Ltd.,Financial Services,true
Insurance,Financial Services,NSE:PFC-EQ,Power Finance Corporation Ltd.,Financial Services,true
Insurance,Financial Services,NSE:PINELABS-EQ,Pine Labs Ltd.,Financial Services,true
Insurance,Financial Services,NSE:PIRAMALFIN-EQ,Piramal Finance Ltd.,Financial Services,true
Insurance,Financial Services,NSE:PNB-EQ,Punjab National Bank,Financial Services,true
Insurance,Financial Services,NSE:PNBHOUSING-EQ,PNB Housing Finance Ltd.,Financial Services,true
Insurance,Financial Services,NSE:POLICYBZR-EQ,PB Fintech Ltd.,Financial Services,true
Insurance,Financial Services,NSE:POONAWALLA-EQ,Poonawalla Fincorp Ltd.,Financial Services,true
Insurance,Financial Services,NSE:PRUDENT-EQ,Prudent Corporate Advisory Services Ltd.,Financial Services,true
Insurance,Financial Services,NSE:RBLBANK-EQ,RBL Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:RECLTD-EQ,REC Ltd.,Financial Services,true
Insurance,Financial Services,NSE:RELIGARE-EQ,Religare Enterprises Ltd.,Financial Services,true
Insurance,Financial Services,NSE:SAMMAANCAP-EQ,Sammaan Capital Ltd.,Financial Services,true
Insurance,Financial Services,NSE:SBFC-EQ,SBFC Finance Ltd.,Financial Services,true
Insurance,Financial Services,NSE:SBICARD-EQ,SBI Cards and Payment Services Ltd.,Financial Services,true
Insurance,Financial Services,NSE:SBILIFE-EQ,SBI Life Insurance Company Ltd.,Financial Services,true
Insurance,Financial Services,NSE:SBIN-EQ,State Bank of India,Financial Services,true
Insurance,Financial Services,NSE:SHAREINDIA-EQ,Share India Securities Ltd.,Financial Services,true
Insurance,Financial Services,NSE:SHRIRAMFIN-EQ,Shriram Finance Ltd.,Financial Services,true
Insurance,Financial Services,NSE:SOUTHBANK-EQ,South Indian Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:STARHEALTH-EQ,Star Health and Allied Insurance Company Ltd.,Financial Services,true
Insurance,Financial Services,NSE:STYL-EQ,Seshaasai Technologies Ltd.,Financial Services,true
Insurance,Financial Services,NSE:SUNDARMFIN-EQ,Sundaram Finance Ltd.,Financial Services,true
Insurance,Financial Services,NSE:TATACAP-EQ,Tata Capital Ltd.,Financial Services,true
Insurance,Financial Services,NSE:TATAINVEST-EQ,Tata Investment Corporation Ltd.,Financial Services,true
Insurance,Financial Services,NSE:TMB-EQ,Tamilnad Mercantile Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:TSFINV-EQ,TSF Investments Ltd.,Financial Services,true
Insurance,Financial Services,NSE:UCOBANK-EQ,UCO Bank,Financial Services,true
Insurance,Financial Services,NSE:UJJIVANSFB-EQ,Ujjivan Small Finance Bank Ltd.,Financial Services,true
Insurance,Financial Services,NSE:UNIONBANK-EQ,Union Bank of India,Financial Services,true
Insurance,Financial Services,NSE:UTIAMC-EQ,UTI Asset Management Company Ltd.,Financial Services,true
Insurance,Financial Services,NSE:YESBANK-EQ,Yes Bank Ltd.,Financial Services,true
IT - Hardware,Information Technology,NSE:AFFLE-EQ,Affle 3i Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:AURIONPRO-EQ,Aurionpro Solution Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:BBOX-EQ,Black Box Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:BSOFT-EQ,Birlasoft Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:CAPILLARY-EQ,Capillary Technologies India Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:CIGNITITEC-EQ,Cigniti Technologies Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:COFORGE-EQ,Coforge Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:CYIENT-EQ,Cyient Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:DATAMATICS-EQ,Datamatics Global Services Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:HAPPSTMNDS-EQ,Happiest Minds Technologies Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:HCLTECH-EQ,HCL Technologies Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:HEXT-EQ,Hexaware Technologies Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:IKS-EQ,Inventurus Knowledge Solutions Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:INFY-EQ,Infosys Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:INTELLECT-EQ,Intellect Design Arena Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:KPITTECH-EQ,KPIT Technologies Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:LATENTVIEW-EQ,Latent View Analytics Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:LTM-EQ,LTIMindtree Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:LTTS-EQ,L&T Technology Services Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:MAPMYINDIA-EQ,C.E. Info Systems Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:MASTEK-EQ,Mastek Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:MPHASIS-EQ,MphasiS Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:NETWEB-EQ,Netweb Technologies India Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:NEWGEN-EQ,Newgen Software Technologies Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:OFSS-EQ,Oracle Financial Services Software Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:PERSISTENT-EQ,Persistent Systems Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:RATEGAIN-EQ,Rategain Travel Technologies Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:SAGILITY-EQ,Sagility Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:SONATSOFTW-EQ,Sonata Software Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:TANLA-EQ,Tanla Platforms Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:TATAELXSI-EQ,Tata Elxsi Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:TATATECH-EQ,Tata Technologies Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:TCS-EQ,Tata Consultancy Services Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:TECHM-EQ,Tech Mahindra Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:WIPRO-EQ,Wipro Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:ZAGGLE-EQ,Zaggle Prepaid Ocean Services Ltd.,Information Technology,true
IT - Hardware,Information Technology,NSE:ZENSARTECH-EQ,Zensar Technolgies Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:AFFLE-EQ,Affle 3i Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:AURIONPRO-EQ,Aurionpro Solution Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:BBOX-EQ,Black Box Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:BSOFT-EQ,Birlasoft Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:CAPILLARY-EQ,Capillary Technologies India Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:CIGNITITEC-EQ,Cigniti Technologies Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:COFORGE-EQ,Coforge Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:CYIENT-EQ,Cyient Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:DATAMATICS-EQ,Datamatics Global Services Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:HAPPSTMNDS-EQ,Happiest Minds Technologies Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:HCLTECH-EQ,HCL Technologies Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:HEXT-EQ,Hexaware Technologies Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:IKS-EQ,Inventurus Knowledge Solutions Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:INFY-EQ,Infosys Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:INTELLECT-EQ,Intellect Design Arena Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:KPITTECH-EQ,KPIT Technologies Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:LATENTVIEW-EQ,Latent View Analytics Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:LTM-EQ,LTIMindtree Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:LTTS-EQ,L&T Technology Services Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:MAPMYINDIA-EQ,C.E. Info Systems Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:MASTEK-EQ,Mastek Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:MPHASIS-EQ,MphasiS Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:NETWEB-EQ,Netweb Technologies India Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:NEWGEN-EQ,Newgen Software Technologies Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:OFSS-EQ,Oracle Financial Services Software Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:PERSISTENT-EQ,Persistent Systems Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:RATEGAIN-EQ,Rategain Travel Technologies Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:SAGILITY-EQ,Sagility Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:SONATSOFTW-EQ,Sonata Software Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:TANLA-EQ,Tanla Platforms Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:TATAELXSI-EQ,Tata Elxsi Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:TATATECH-EQ,Tata Technologies Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:TCS-EQ,Tata Consultancy Services Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:TECHM-EQ,Tech Mahindra Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:WIPRO-EQ,Wipro Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:ZAGGLE-EQ,Zaggle Prepaid Ocean Services Ltd.,Information Technology,true
IT - Services,Information Technology,NSE:ZENSARTECH-EQ,Zensar Technolgies Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:AFFLE-EQ,Affle 3i Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:AURIONPRO-EQ,Aurionpro Solution Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:BBOX-EQ,Black Box Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:BSOFT-EQ,Birlasoft Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:CAPILLARY-EQ,Capillary Technologies India Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:CIGNITITEC-EQ,Cigniti Technologies Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:COFORGE-EQ,Coforge Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:CYIENT-EQ,Cyient Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:DATAMATICS-EQ,Datamatics Global Services Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:HAPPSTMNDS-EQ,Happiest Minds Technologies Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:HCLTECH-EQ,HCL Technologies Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:HEXT-EQ,Hexaware Technologies Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:IKS-EQ,Inventurus Knowledge Solutions Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:INFY-EQ,Infosys Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:INTELLECT-EQ,Intellect Design Arena Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:KPITTECH-EQ,KPIT Technologies Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:LATENTVIEW-EQ,Latent View Analytics Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:LTM-EQ,LTIMindtree Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:LTTS-EQ,L&T Technology Services Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:MAPMYINDIA-EQ,C.E. Info Systems Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:MASTEK-EQ,Mastek Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:MPHASIS-EQ,MphasiS Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:NETWEB-EQ,Netweb Technologies India Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:NEWGEN-EQ,Newgen Software Technologies Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:OFSS-EQ,Oracle Financial Services Software Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:PERSISTENT-EQ,Persistent Systems Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:RATEGAIN-EQ,Rategain Travel Technologies Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:SAGILITY-EQ,Sagility Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:SONATSOFTW-EQ,Sonata Software Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:TANLA-EQ,Tanla Platforms Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:TATAELXSI-EQ,Tata Elxsi Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:TATATECH-EQ,Tata Technologies Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:TCS-EQ,Tata Consultancy Services Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:TECHM-EQ,Tech Mahindra Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:WIPRO-EQ,Wipro Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:ZAGGLE-EQ,Zaggle Prepaid Ocean Services Ltd.,Information Technology,true
IT - Software,Information Technology,NSE:ZENSARTECH-EQ,Zensar Technolgies Ltd.,Information Technology,true
Leisure Services,Consumer Services,NSE:ABFRL-EQ,Aditya Birla Fashion and Retail Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:ABLBL-EQ,Aditya Birla Lifestyle Brands Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:ARVINDFASN-EQ,Arvind Fashions Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:AVL-EQ,Aditya Vision Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:BLS-EQ,BLS International Services Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:CARTRADE-EQ,Cartrade Tech Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:CHALET-EQ,Chalet Hotels Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:CRIZAC-EQ,Crizac Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:DBREALTY-EQ,Valor Estate Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:DEVYANI-EQ,Devyani International Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:DMART-EQ,Avenue Supermarts Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:EIHOTEL-EQ,EIH Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:EMIL-EQ,Electronics Mart India Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:ENTERO-EQ,Entero Healthcare Solutions Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:ETERNAL-EQ,Eternal Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:FIRSTCRY-EQ,Brainbees Solutions Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:INDHOTEL-EQ,Indian Hotels Co. Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:INDIAMART-EQ,Indiamart Intermesh Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:IRCTC-EQ,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:ITCHOTELS-EQ,ITC Hotels Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:IXIGO-EQ,Le Travenues Technology Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:JSLL-EQ,Jeena Sikho Lifecare Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:JUBLFOOD-EQ,Jubilant Foodworks Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:JUSTDIAL-EQ,Justdial Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:LEMONTREE-EQ,Lemon Tree Hotels Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:LENSKART-EQ,Lenskart Solutions Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:MANYAVAR-EQ,Vedant Fashions Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:MEDPLUS-EQ,Medplus Health Services Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:MEESHO-EQ,Meesho Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:NAUKRI-EQ,Info Edge (India) Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:NYKAA-EQ,FSN E-Commerce Ventures Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:PWL-EQ,Physicswallah Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:RBA-EQ,Restaurant Brands Asia Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:RTNINDIA-EQ,RattanIndia Enterprises Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:SAMHI-EQ,Samhi Hotels Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:SAPPHIRE-EQ,Sapphire Foods India Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:SWIGGY-EQ,Swiggy Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:TBOTEK-EQ,TBO Tek Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:THELEELA-EQ,Leela Palaces Hotels & Resorts Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:THOMASCOOK-EQ,Thomas Cook (India) Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:TRAVELFOOD-EQ,Travel Food Services Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:TRENT-EQ,Trent Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:URBANCO-EQ,Urban Company Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:V2RETAIL-EQ,V2 Retail Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:VENTIVE-EQ,Ventive Hospitality Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:VMART-EQ,V-Mart Retail Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:VMM-EQ,Vishal Mega Mart Ltd.,Consumer Services,true
Leisure Services,Consumer Services,NSE:WESTLIFE-EQ,Westlife Foodworld Ltd.,Consumer Services,true
Media,Media Entertainment & Publication,NSE:NAZARA-EQ,Nazara Technologies Ltd.,Media Entertainment & Publication,true
Media,Media Entertainment & Publication,NSE:NETWORK18-EQ,Network18 Media & Investments Ltd.,Media Entertainment & Publication,true
Media,Media Entertainment & Publication,NSE:PFOCUS-EQ,Prime Focus Ltd,Media Entertainment & Publication,true
Media,Media Entertainment & Publication,NSE:PVRINOX-EQ,PVR INOX Ltd.,Media Entertainment & Publication,true
Media,Media Entertainment & Publication,NSE:SAREGAMA-EQ,Saregama India Ltd,Media Entertainment & Publication,true
Media,Media Entertainment & Publication,NSE:SUNTV-EQ,Sun TV Network Ltd.,Media Entertainment & Publication,true
Media,Media Entertainment & Publication,NSE:TIPSMUSIC-EQ,Tips Music Ltd.,Media Entertainment & Publication,true
Media,Media Entertainment & Publication,NSE:ZEEL-EQ,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,true
Metals & Minerals Trading,Metals & Mining,NSE:ADANIENT-EQ,Adani Enterprises Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:ASHAPURMIN-EQ,Ashapura Minechem Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:GMDCLTD-EQ,Gujarat Mineral Development Corporation Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:GRAVITA-EQ,Gravita India Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:HINDALCO-EQ,Hindalco Industries Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:HINDCOPPER-EQ,Hindustan Copper Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:HINDZINC-EQ,Hindustan Zinc Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:IMFA-EQ,Indian Metals & Ferro Alloys Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:JAIBALAJI-EQ,Jai Balaji Industries Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:JAINREC-EQ,Jain Resource Recycling Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:JINDALSTEL-EQ,Jindal Steel Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:JSL-EQ,Jindal Stainless Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:JSWSTEEL-EQ,JSW Steel Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:LLOYDSENT-EQ,Lloyds Enterprises Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:LLOYDSME-EQ,Lloyds Metals And Energy Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:MOIL-EQ,MOIL Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:NATIONALUM-EQ,National Aluminium Co. Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:NMDC-EQ,NMDC Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:NSLNISP-EQ,NMDC Steel Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:SAIL-EQ,Steel Authority of India Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:SARDAEN-EQ,Sarda Energy and Minerals Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:TATASTEEL-EQ,Tata Steel Ltd.,Metals & Mining,true
Metals & Minerals Trading,Metals & Mining,NSE:VEDL-EQ,Vedanta Ltd.,Metals & Mining,true
Minerals & Mining,Metals & Mining,NSE:ADANIENT-EQ,Adani Enterprises Ltd.,Metals & Mining,true
Minerals & Mining,Metals & Mining,NSE:ASHAPURMIN-EQ,Ashapura Minechem Ltd.,Metals & Mining,true
Minerals & Mining,Metals & Mining,NSE:GMDCLTD-EQ,Gujarat Mineral Development Corporation Ltd.,Metals & Mining,true
Minerals & Mining,Metals & Mining,NSE:GRAVITA-EQ,Gravita India Ltd.,Metals & Mining,true
Minerals & Mining,Metals & Mining,NSE:HINDALCO-EQ,Hindalco Industries Ltd.,Metals & Mining,true
Minerals & Mining,Metals & Mining,NSE:HINDCOPPER-EQ,Hindustan Copper Ltd.,Metals & Mining,true
Minerals & Mining,Metals & Mining,NSE:HINDZINC-EQ,Hindustan Zinc Ltd.,Metals & Mining,true
